"lang"
{
"Language"	"turkish"
"DOTA_Lobby_Enable_Cheats"	"Hileleri etkinleştir"
"[english]DOTA_Lobby_Enable_Cheats"	"Enable cheats"
"DOTA_Lobby_Fill_Bots"	"Boş yerleri botlarla doldur"
"[english]DOTA_Lobby_Fill_Bots"	"Fill empty slots with bots"
"DOTA_Lobby_Intro_Mode"	"Tanıtım Modu"
"[english]DOTA_Lobby_Intro_Mode"	"Intro Mode"
"DOTA_UI_Cancel"	"İPTAL"
"[english]DOTA_UI_Cancel"	"CANCEL"
"DOTA_UI_Ok"	"TAMAM"
"[english]DOTA_UI_Ok"	"OK"
"dota_region_automatic"	"Otomatik"
"[english]dota_region_automatic"	"Automatic"
"dota_region_us_west"	"ABD Batı"
"[english]dota_region_us_west"	"US West"
"dota_region_us_east"	"ABD Doğu"
"[english]dota_region_us_east"	"US East"
"dota_region_europe"	"Lüksemburg"
"[english]dota_region_europe"	"Luxembourg"
"dota_region_hong_kong"	"Hong Kong"
"[english]dota_region_hong_kong"	"Hong Kong"
"dota_region_singapore"	"Singapur"
"[english]dota_region_singapore"	"Singapore"
"dota_region_shanghai"	"Şanghay"
"[english]dota_region_shanghai"	"Shanghai"
"dota_region_beijing"	"Pekin"
"[english]dota_region_beijing"	"Beijing"
"dota_region_malaysia"	"Malezya"
"[english]dota_region_malaysia"	"Malaysia"
"dota_matchgroup_sa"	"Güney Amerika"
"[english]dota_matchgroup_sa"	"South America"
"dota_matchgroup_eu"	"Avrupa Batı"
"[english]dota_matchgroup_eu"	"Europe West"
"DOTA_Hero_Selection_Timer_Second"	"SANİYE"
"[english]DOTA_Hero_Selection_Timer_Second"	"SECOND"
"DOTA_Hero_Selection_Timer_Seconds"	"SANİYE"
"[english]DOTA_Hero_Selection_Timer_Seconds"	"SECONDS"
"DOTA_Hero_Selection_Search_Field_Default"	"KAHRAMAN ARA"
"[english]DOTA_Hero_Selection_Search_Field_Default"	"SEARCH HEROES"
"DOTA_Hero_Selection_Filter_All"	"TÜMÜ"
"[english]DOTA_Hero_Selection_Filter_All"	"ALL HEROES"
"DOTA_Hero_Selection_AdvFilter_Carry"	"Sırtlayıcı"
"[english]DOTA_Hero_Selection_AdvFilter_Carry"	"Carry"
"DOTA_Hero_Selection_AdvFilter_Initiator"	"Tetikleyici"
"[english]DOTA_Hero_Selection_AdvFilter_Initiator"	"Initiator"
"DOTA_Hero_Selection_AdvFilter_Support"	"Destek"
"[english]DOTA_Hero_Selection_AdvFilter_Support"	"Support"
"DOTA_Hero_Selection_AdvFilter_Pusher"	"İttirici"
"[english]DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusher"
"DOTA_Hero_Selection_Team_Good"	"RADIANT"
"[english]DOTA_Hero_Selection_Team_Good"	"THE RADIANT"
"DOTA_Hero_Selection_Team_Bad"	"DIRE"
"[english]DOTA_Hero_Selection_Team_Bad"	"THE DIRE"
"DOTA_Hero_Selection_STR"	"KUVVET"
"[english]DOTA_Hero_Selection_STR"	"STRENGTH"
"DOTA_Hero_Selection_AGI"	"ÇEVİKLİK"
"[english]DOTA_Hero_Selection_AGI"	"AGILITY"
"DOTA_Hero_Selection_INT"	"ZEKÂ"
"[english]DOTA_Hero_Selection_INT"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Good"	"RADIANT: KUVVET"
"[english]DOTA_Hero_Selection_STR_Good"	"THE RADIANT: STRENGTH"
"DOTA_Hero_Selection_AGI_Good"	"ÇEVİKLİK"
"[english]DOTA_Hero_Selection_AGI_Good"	"AGILITY"
"DOTA_Hero_Selection_INT_Good"	"ZEKÂ"
"[english]DOTA_Hero_Selection_INT_Good"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Bad"	"DIRE: KUVVET"
"[english]DOTA_Hero_Selection_STR_Bad"	"THE DIRE: STRENGTH"
"DOTA_Hero_Selection_AGI_Bad"	"ÇEVİKLİK"
"[english]DOTA_Hero_Selection_AGI_Bad"	"AGILITY"
"DOTA_Hero_Selection_INT_Bad"	"ZEKÂ"
"[english]DOTA_Hero_Selection_INT_Bad"	"INTELLIGENCE"
"DOTA_Hero_Selection_Random"	"Rastgele Kahraman"
"[english]DOTA_Hero_Selection_Random"	"Random Hero"
"DOTA_Hero_Selection_Confirm"	"%s1 seç"
"[english]DOTA_Hero_Selection_Confirm"	"Choose %s1"
"DOTA_Hero_Selection_Ban_Confirm"	"%s1 banla"
"[english]DOTA_Hero_Selection_Ban_Confirm"	"Ban %s1"
"DOTA_Hero_Selection_Pick_Confirm"	"%s1 seç"
"[english]DOTA_Hero_Selection_Pick_Confirm"	"Pick %s1"
"DOTA_Hero_Selection_Pick"	"%d. SEÇİM"
"[english]DOTA_Hero_Selection_Pick"	"SELECT PICK #%d"
"DOTA_Hero_Selection_Ban"	"%d. BAN"
"[english]DOTA_Hero_Selection_Ban"	"SELECT BAN #%d"
"DOTA_Hero_Selection_Complete"	"TAMAMLANDI"
"[english]DOTA_Hero_Selection_Complete"	"COMPLETE"
"DOTA_Hero_Selection_Instruction"	"Kahraman seçmek için %s1 süreniz var."
"[english]DOTA_Hero_Selection_Instruction"	"You have %s1 to choose a hero."
"DOTA_Hero_Selection_Instruction_Other"	"Diğer oyuncular kahramanlarını seçiyor."
"[english]DOTA_Hero_Selection_Instruction_Other"	"Other players are choosing their heroes."
"DOTA_Hero_Selection_Filter_Starter"	"ÖNERİLEN ACEMİ KAHRAMANLARI"
"[english]DOTA_Hero_Selection_Filter_Starter"	"RECOMMENDED STARTER HEROES"
"DOTA_CombatLogHeading"	"Muharebe Kaydı"
"[english]DOTA_CombatLogHeading"	"Combat Log"
"DOTA_ToolTip_Ability"	"YETENEK:"
"[english]DOTA_ToolTip_Ability"	"ABILITY:"
"DOTA_ToolTip_Ability_NoTarget"	"Hedefsiz"
"[english]DOTA_ToolTip_Ability_NoTarget"	"No Target"
"DOTA_ToolTip_Ability_Passive"	"Pasif"
"[english]DOTA_ToolTip_Ability_Passive"	"Passive"
"DOTA_ToolTip_Ability_AutoCast"	"Otomatik"
"[english]DOTA_ToolTip_Ability_AutoCast"	"Auto-Cast"
"DOTA_ToolTip_Ability_Aura"	"Aura"
"[english]DOTA_ToolTip_Ability_Aura"	"Aura"
"DOTA_ToolTip_Ability_Toggle"	"Aç/Kapa"
"[english]DOTA_ToolTip_Ability_Toggle"	"Toggle"
"DOTA_ToolTip_Ability_Target"	"Birim Hedefli"
"[english]DOTA_ToolTip_Ability_Target"	"Unit Target"
"DOTA_ToolTip_Ability_Point"	"Nokta Hedefli"
"[english]DOTA_ToolTip_Ability_Point"	"Point Target"
"DOTA_ToolTip_Targeting"	"ETKİLER:"
"[english]DOTA_ToolTip_Targeting"	"AFFECTS:"
"DOTA_ToolTip_Targeting_Enemy"	"Düşmanlar"
"[english]DOTA_ToolTip_Targeting_Enemy"	"Enemies"
"DOTA_ToolTip_Targeting_EnemyHero"	"Düşman Kahramanlar"
"[english]DOTA_ToolTip_Targeting_EnemyHero"	"Enemy Heroes"
"DOTA_ToolTip_Targeting_Self"	"Kendine"
"[english]DOTA_ToolTip_Targeting_Self"	"Self"
"DOTA_ToolTip_Targeting_Allies"	"Dost Birimler"
"[english]DOTA_ToolTip_Targeting_Allies"	"Allies"
"DOTA_ToolTip_Targeting_Trees"	"Ağaçlar"
"[english]DOTA_ToolTip_Targeting_Trees"	"Trees"
"DOTA_ToolTip_Level"	"SEVİYE"
"[english]DOTA_ToolTip_Level"	"LEVEL"
"DOTA_Hero_Tooltip_Level"	"Seviye %s1"
"[english]DOTA_Hero_Tooltip_Level"	"Level %s1"
"AbilityDuration"	"ETKİ SÜRESİ:"
"[english]AbilityDuration"	"DURATION:"
"AbilityDamage"	"HASAR:"
"[english]AbilityDamage"	"DAMAGE:"
"DOTA_Chat_Prompt"	"Yaz:"
"[english]DOTA_Chat_Prompt"	"Say:"
"dota_dashboard_players_online"	"%s1 OYUNCU ÇEVRİMİÇİ"
"[english]dota_dashboard_players_online"	"%s1 PLAYERS ONLINE"
"dota_dashboard_welcome"	"DOTA AĞINA HOŞ GELDİNİZ"
"[english]dota_dashboard_welcome"	"WELCOME TO THE DOTA NETWORK"
"dota_dashboard_actions"	"EYLEMLER:"
"[english]dota_dashboard_actions"	"ACTIONS:"
"dota_dashboard_start_playing"	"OYNA"
"[english]dota_dashboard_start_playing"	"PLAY"
"dota_dashboard_action_matchmaking"	"EŞLEŞTİRME"
"[english]dota_dashboard_action_matchmaking"	"MATCHMAKING"
"dota_dashboard_action_matchmaking_label"	"neredeyse senin kadar iyi kişilerle oyna"
"[english]dota_dashboard_action_matchmaking_label"	"play with people almost as good as you"
"dota_dashboard_action_private"	"ÖZEL"
"[english]dota_dashboard_action_private"	"PRIVATE"
"dota_dashboard_action_private_label"	"arkadaş çevrenle oyna"
"[english]dota_dashboard_action_private_label"	"play with your network of friends"
"dota_dashboard_action_ai"	"Y.Z."
"[english]dota_dashboard_action_ai"	"A.I."
"dota_dashboard_action_ai_label"	"botlarla oyna"
"[english]dota_dashboard_action_ai_label"	"play with bots"
"dota_dashboard_action_tutorial"	"EĞİTİM"
"[english]dota_dashboard_action_tutorial"	"TUTORIAL"
"dota_dashboard_action_tutorial_label"	"rehberle oyna"
"[english]dota_dashboard_action_tutorial_label"	"play with guide"
"dota_dashboard_action_friends_game_label"	"oyun lobisinde bulunan arkadaşlar"
"[english]dota_dashboard_action_friends_game_label"	"friends currently in a game lobby"
"dota_dashboard_prepareresearch"	"HAZIRLAN/ARAŞTIR"
"[english]dota_dashboard_prepareresearch"	"PREPARE/RESEARCH"
"dota_dashboard_helpout"	"YARDIM ET"
"[english]dota_dashboard_helpout"	"HELP OUT"
"dota_dashboard_action_mentor"	"DANIŞMAN"
"[english]dota_dashboard_action_mentor"	"MENTOR"
"dota_dashboard_action_mentor_label"	"bir acemi oyuncunun sorularını cevapla"
"[english]dota_dashboard_action_mentor_label"	"adopt a newb, answer a question"
"dota_dashboard_action_contribute"	"KATKIDA BULUN"
"[english]dota_dashboard_action_contribute"	"CONTRIBUTE"
"dota_dashboard_action_contribute_label"	"kahraman rehberi yaz, rehber oyla"
"[english]dota_dashboard_action_contribute_label"	"write a hero guide, rate a guide"
"dota_dashboard_start_learning"	"ÖĞRENMEYE BAŞLA:"
"[english]dota_dashboard_start_learning"	"START LEARNING:"
"dota_dashboard_heropedia"	"KAHRAMANPEDİ"
"[english]dota_dashboard_heropedia"	"HEROPEDIA"
"dota_dashboard_action_heroes"	"KAHRAMANLAR"
"[english]dota_dashboard_action_heroes"	"HEROES"
"dota_dashboard_action_items"	"EŞYALAR"
"[english]dota_dashboard_action_items"	"ITEMS"
"dota_dashboard_action_replays"	"TEKRARLAR"
"[english]dota_dashboard_action_replays"	"REPLAYS"
"dota_dashboard_action_comma"	", "
"[english]dota_dashboard_action_comma"	", "
"dota_dashboard_tips"	"İPUÇLARI"
"[english]dota_dashboard_tips"	"TIPS"
"dota_dashboard_configure"	"AYARLA:"
"[english]dota_dashboard_configure"	"CONFIGURE:"
"dota_dashboard_settings"	"Ayarlar"
"[english]dota_dashboard_settings"	"Settings"
"dota_dashboard_quit"	"Çıkış"
"[english]dota_dashboard_quit"	"Quit"
"dota_dashboard_profile"	"PROFİLİN"
"[english]dota_dashboard_profile"	"YOUR PROFILE"
"dota_dashboard_chat"	"SOHBET"
"[english]dota_dashboard_chat"	"CHAT"
"dota_dashboard_community"	"SOHBET"
"[english]dota_dashboard_community"	"CHAT"
"dota_dashboard_join_chat"	"KANALA GİR"
"[english]dota_dashboard_join_chat"	"JOIN CHANNEL"
"dota_dashboard_category_today"	"BUGÜN"
"[english]dota_dashboard_category_today"	"TODAY"
"dota_dashboard_category_updates"	"YENİLİKLER"
"[english]dota_dashboard_category_updates"	"UPDATES"
"dota_dashboard_category_play"	"OYNA"
"[english]dota_dashboard_category_play"	"PLAY"
"dota_dashboard_category_watch"	"İZLE"
"[english]dota_dashboard_category_watch"	"WATCH"
"dota_dashboard_category_learn"	"KÜTÜPHANE"
"[english]dota_dashboard_category_learn"	"LIBRARY"
"dota_dashboard_category_socialize"	"TOPLULUK"
"[english]dota_dashboard_category_socialize"	"COMMUNITY"
"dota_profile_mini_title"	"PROFİL"
"[english]dota_profile_mini_title"	"PROFILE"
"dota_profile_mini_party"	"PARTİ"
"[english]dota_profile_mini_party"	"PARTY"
"dota_profile_mini_2"	"SON SEÇİMLER"
"[english]dota_profile_mini_2"	"RECENT HEROES"
"matchmaking_status_title"	"EŞLEŞTİRME DURUMU"
"[english]matchmaking_status_title"	"Matchmaking Status"
"matchmaking_status_text"	"Oyununuz hazır"
"[english]matchmaking_status_text"	"Your game is ready"
"matchmaking_ready_text"	"%s1 Hazır"
"[english]matchmaking_ready_text"	"%s1 Ready"
"matchmaking_player_afk"	"Oyuncu hazır değil"
"[english]matchmaking_player_afk"	"Player not ready"
"matchmaking_player_cancel"	"Oyuncu iptal etti"
"[english]matchmaking_player_cancel"	"Player cancelled"
"matchmaking_player_rematch"	"Yeni oyuncular aranıyor"
"[english]matchmaking_player_rematch"	"Finding new players"
"matchmaking_waiting_for_players"	"DİĞER OYUNCULAR BEKLENİYOR"
"[english]matchmaking_waiting_for_players"	"Waiting for other players"
"matchmaking_player_declined"	"BİR OYUNCU MAÇI REDDETTİ"
"[english]matchmaking_player_declined"	"A player declined the match"
"returning_top_of_queue"	"Yüksek öncelikli eşleştirmeye dönülüyor"
"[english]returning_top_of_queue"	"Returning to matchmaking with high priority"
"dota_ready_fail"	"HAZIR OLAMADIN"
"[english]dota_ready_fail"	"FAILED TO READY UP"
"dota_ready_fail_desc"	"Maçın hazırdı, fakat cevap vermediğin için eşleştirme havuzundan çıkarıldın."
"[english]dota_ready_fail_desc"	"Your match was ready, but you failed to respond and have been removed from the matchmaking pool."
"dota_ready_fail_return"	"Başka maç bul?"
"[english]dota_ready_fail_return"	"Find another match?"
"matchmaking_label"	"Eşleştirme"
"[english]matchmaking_label"	"Matchmaking"
"matchmaking_wait_time"	"Tahmini bekleme süresi: nnn"
"[english]matchmaking_wait_time"	"Estimated wait time: nnn"
"matchmaking_exp_geo"	"Bulunduğunuz bölgenin dışında aranıyor"
"[english]matchmaking_exp_geo"	"Searching outside your location"
"matchmaking_exp_skill"	"Oyuncu seviyenizin dışında aranıyor"
"[english]matchmaking_exp_skill"	"Searching outside your player level"
"matchmaking_region_active"	"SEÇİLİ"
"[english]matchmaking_region_active"	"SELECTED"
"matchmaking_region_inactive"	"SEÇİLİ DEĞİL"
"[english]matchmaking_region_inactive"	"UNSELECTED"
"matchmaking"	"AKTİF BÖLGELER"
"[english]matchmaking"	"ACTIVE REGIONS"
"today_in_dota"	"DOTA'DA BUGÜN"
"[english]today_in_dota"	"TODAY IN DOTA"
"matches_in_progress"	"EN İYİ CANLI MAÇLAR"
"[english]matches_in_progress"	"TOP LIVE MATCHES"
"findmatch"	"MAÇ BUL"
"[english]findmatch"	"FIND MATCH"
"players_online"	"ÇEVRİMİÇİ OYUNCULAR"
"[english]players_online"	"PLAYERS ONLINE"
"dota_profile_prestige"	"PRESTİJ"
"[english]dota_profile_prestige"	"PRESTIGE"
"dota_profile_wins"	"GALİBİYET:"
"[english]dota_profile_wins"	"WINS:"
"dota_profile_losses"	"YENİLGİ"
"[english]dota_profile_losses"	"LOSSES"
"dota_profile_leaves"	"TERKEDİLEN"
"[english]dota_profile_leaves"	"ABANDONED"
"dota_join_chat_channel_prompt"	"Kanal:"
"[english]dota_join_chat_channel_prompt"	"Channel:"
"dota_join_chat_channel_button"	"GİR"
"[english]dota_join_chat_channel_button"	"JOIN"
"dota_join_chat_channel_name_header"	"Kanal Adı"
"[english]dota_join_chat_channel_name_header"	"Channel Name"
"dota_join_chat_channel_startup_header"	"Başlangıçta Katıl"
"[english]dota_join_chat_channel_startup_header"	"Join On Startup"
"dota_chat_party_tab"	"Parti"
"[english]dota_chat_party_tab"	"Party"
"dota_chat_lobby_tab"	"Lobi"
"[english]dota_chat_lobby_tab"	"Lobby"
"dota_game_lobby_title"	"OYUN LOBİSİ"
"[english]dota_game_lobby_title"	"GAME LOBBY"
"dota_match_history"	"MAÇ GEÇMİŞİ"
"[english]dota_match_history"	"MATCH HISTORY"
"dota_match_history_details"	"MAÇ DETAYLARI"
"[english]dota_match_history_details"	"MATCH DETAILS"
"dota_match_history_win"	"GALİBİYET"
"[english]dota_match_history_win"	"WIN"
"dota_match_history_loss"	"YENİLGİ"
"[english]dota_match_history_loss"	"LOSS"
"dota_match_history_back"	"KAPAT"
"[english]dota_match_history_back"	"CLOSE"
"dota_match_history_Winner_GoodGuys"	"KAZANAN: Radiant"
"[english]dota_match_history_Winner_GoodGuys"	"WINNER: The Radiant"
"dota_match_history_Winner_BadGuys"	"KAZANAN: Dire"
"[english]dota_match_history_Winner_BadGuys"	"WINNER: The Dire"
"page_previous"	"ÖNCEKİ"
"[english]page_previous"	"PREVIOUS"
"page_next"	"SONRAKİ"
"[english]page_next"	"NEXT"
"page_counter"	"Sayfa: %s1"
"[english]page_counter"	"Page: %s1"
"page_back"	"GERİ"
"[english]page_back"	"BACK"
"dota_load_game_title"	"OYUN YÜKLE"
"[english]dota_load_game_title"	"LOAD GAME"
"dota_watch_replay"	"TEKRARI İZLE"
"[english]dota_watch_replay"	"WATCH REPLAY"
"dota_download_replay"	"TEKRARI İNDİR"
"[english]dota_download_replay"	"DOWNLOAD REPLAY"
"dota_replay_unavailable"	"TEKRARA ULAŞILAMIYOR"
"[english]dota_replay_unavailable"	"REPLAY UNAVAILABLE"
"dota_profile_show_match_history"	"MAÇ GEÇMİŞİ"
"[english]dota_profile_show_match_history"	"MATCH HISTORY"
"dota_persona_panel_title"	"OYUNCU DETAYLARI"
"[english]dota_persona_panel_title"	"PLAYER DETAILS"
"dota_downloading_replay"	"İndiriliyor..."
"[english]dota_downloading_replay"	"Downloading..."
"dota_num_players_searching"	"ARAMA YAPAN OYUNCU: %s1"
"[english]dota_num_players_searching"	"PLAYERS SEARCHING: %s1"
"dota_search_range"	"ARAMA ARALIĞI"
"[english]dota_search_range"	"SEARCH RANGE"
"dota_num_matching_players"	"EŞLEŞEN OYUNCULAR: 10'da %s1"
"[english]dota_num_matching_players"	"MATCHING PLAYERS: %s1 of 10"
"dota_cancel_match_find"	"ARAMAYI İPTAL ET"
"[english]dota_cancel_match_find"	"CANCEL SEARCH"
"dota_match_in_progress"	"OYUN DEVAM EDİYOR"
"[english]dota_match_in_progress"	"Game in progress"
"dota_match_finished"	"Oyun sona erdi"
"[english]dota_match_finished"	"Game is finished"
"dota_match_connecting"	"Oyuna bağlanılıyor..."
"[english]dota_match_connecting"	"Connecting to game..."
"dota_match_connected"	"Oyuna bağlanıldı"
"[english]dota_match_connected"	"Connected to game"
"dota_reconnect_to_game"	"YENİDEN BAĞLAN"
"[english]dota_reconnect_to_game"	"RECONNECT"
"dota_abandon_game"	"OYUNU TERKET"
"[english]dota_abandon_game"	"LEAVE GAME"
"dota_disconnect_game"	"BAĞLANTIYI KES"
"[english]dota_disconnect_game"	"DISCONNECT"
"dota_match_find_server"	"Sunucu aranıyor"
"[english]dota_match_find_server"	"Finding server"
"dota_match_game_ui"	"Özel Lobi Ayarı"
"[english]dota_match_game_ui"	"Private Lobby Setup"
"dota_number_of_spectators"	"İzleyici Sayısı: %s1"
"[english]dota_number_of_spectators"	"Number of Spectators: %s1"
"dota_abandon_dialog_title"	"OYUNU TERKET"
"[english]dota_abandon_dialog_title"	"ABANDON GAME"
"dota_abandon_dialog_warning"	"Bir oyunu bitmeden terketmek diğer oyuncular için oyunun zevkini kaçırabilir."
"[english]dota_abandon_dialog_warning"	"Abandoning a game before it has finished may ruin the game for other players."
"dota_abandon_dialog_confirm"	"Bu oyunu terketmek istediğinizden emin misiniz?"
"[english]dota_abandon_dialog_confirm"	"Are you sure you want to abandon this game?"
"dota_play_matchmaking"	"OYUN OYNA"
"[english]dota_play_matchmaking"	"PLAY GAME"
"dota_play_practice"	"ÖZEL"
"[english]dota_play_practice"	"PRIVATE"
"dota_play_tournament"	"TURNUVA"
"[english]dota_play_tournament"	"TOURNAMENT"
"dota_play_tutorial"	"EĞİTİM"
"[english]dota_play_tutorial"	"TUTORIAL"
"dota_watch_game"	"İZLE"
"[english]dota_watch_game"	"WATCH"
"dota_play_matchmaking_desc"	"Bölgendeki benzer tecrübeye sahip oyuncuların olduğu bir maç bul."
"[english]dota_play_matchmaking_desc"	"Find a match with players of similar experience in your region."
"dota_play_practice_desc"	"Yapay zekâyla veya arkadaşlarınla oynamak için özel lobi oluştur."
"[english]dota_play_practice_desc"	"Create a private lobby to play with friends or the A.I. "
"dota_play_tutorial_desc"	"Bir danışman ile birlikte oyna veya bir dersi gözden geçir."
"[english]dota_play_tutorial_desc"	"Play a match with a mentor or run through a lesson. "
"dota_play_tournament_desc"	"Rekabetçi bir turnuvada maç bul."
"[english]dota_play_tournament_desc"	"Find a match in a competitive tournament. "
"dota_play_leaver_left_label"	"Önceki oyunundan ayrıldın. Eğer oyunun çöker veya bağlantını kaybedersen, oyuna tekrar bağlanmalısın. Oyundan ayrılmak ileride tepkilere yol açabilir."
"[english]dota_play_leaver_left_label"	"You left your previous game.  If you crash or lose your connection, you should reconnect to the game.  Leaving will have repercussions in the future."
"dota_play_matchmaking_reconnect_hint"	"Eğer oyunun çöker veya bağlantın koparsa, oyuna tekrar bağlanabilirsin. Tekrar katılmamak diğer oyuncuların oyun zevkini kaçırabilir."
"[english]dota_play_matchmaking_reconnect_hint"	"You can rejoin a game if you crash or disconnect. Not rejoining can ruin the game for the other players."
"dota_play_find_match"	"Oyun Bul"
"[english]dota_play_find_match"	"Find a Game"
"dota_play_welcome_title"	"Dota 2'ye Hoş Geldiniz"
"[english]dota_play_welcome_title"	"Welcome to Dota 2"
"dota_play_welcome_text"	"Katılımınız için teşekkürler, geri bildiriminiz\nDota 2'yi daha iyi yapmamıza yardımcı olacak."
"[english]dota_play_welcome_text"	"Thank you for participating, your feedback\nwill help make Dota 2 better. "
"DOTA_create_private_lobby"	"Özel oyun oluşturmak için bir parola gir (isteğe bağlı)"
"[english]DOTA_create_private_lobby"	"Enter a password to create private game (optional)"
"DOTA_join_private_title"	"ÖZEL OYUNA KATIL"
"[english]DOTA_join_private_title"	"JOIN PRIVATE GAME"
"DOTA_join_private_desc"	"Oyuna katılmak için (lobi lideri tarafından yaratılan) parolayı girin."
"[english]DOTA_join_private_desc"	"Enter the password (created by lobby-leader) to join this game."
"DOTA_join_private_error1"	"Bu parola, lobi lideri tarafından yaratılan parola ile uyuşmuyor."
"[english]DOTA_join_private_error1"	"The password entered does not match the password created by the lobby-leader."
"dota_apply"	"UYGULA"
"[english]dota_apply"	"APPLY"
"DOTA_Matchmaking_NoRegion_Error"	"Bir eşleştirme bölgesi seç."
"[english]DOTA_Matchmaking_NoRegion_Error"	"Please select a matchmaking region."
"DOTA_SelfCast_DoubleTap"	"Çift Tıklayarak Üzerinde Kullan"
"[english]DOTA_SelfCast_DoubleTap"	"Double Tap Ability to Self Cast"
"DOTA_UniUnitOrder_Ctrl"	"Birleştirilmiş Birim Emirleri"
"[english]DOTA_UniUnitOrder_Ctrl"	"Unified Unit Orders"
"DOTA_GameStartCountdown"	"%s1:%s2 içinde başlayacak"
"[english]DOTA_GameStartCountdown"	"Starts in %s1:%s2"
"DOTA_GameTime"	"%s1:%s2"
"[english]DOTA_GameTime"	"%s1:%s2"
"DOTA_GamePreGame"	"Oyun Öncesi"
"[english]DOTA_GamePreGame"	"Pre-Game"
"find_match"	"Maç Bul"
"[english]find_match"	"Find Match"
"play_tutorial"	"Eğitimi Oyna"
"[english]play_tutorial"	"Play Tutorial"
"unlock_persona"	"Yeni profil özellikleri açmak için 2. seviyeye ulaşın."
"[english]unlock_persona"	"Reach level 2 to unlock new persona features."
"dota_party_leader"	"Parti Lideri"
"[english]dota_party_leader"	"Party Leader"
"DOTA_UserMenu_Profile"	"Dota Profiline Bak"
"[english]DOTA_UserMenu_Profile"	"View Dota Profile"
"DOTA_UserMenu_SteamProfile"	"Steam Profiline Bak"
"[english]DOTA_UserMenu_SteamProfile"	"View Steam Profile"
"DOTA_UserMenu_SendMessage"	"İleti Gönder"
"[english]DOTA_UserMenu_SendMessage"	"Send Message..."
"DOTA_UserMenu_PartyKick"	"Partiden At"
"[english]DOTA_UserMenu_PartyKick"	"Kick from Party"
"DOTA_UserMenu_PartyInvite"	"Partiye Davet Et"
"[english]DOTA_UserMenu_PartyInvite"	"Invite to Party"
"DOTA_UserMenu_PartySuggestInvite"	"Partiye Davet Öner"
"[english]DOTA_UserMenu_PartySuggestInvite"	"Suggest invite to Party"
"DOTA_UserMenu_PartyLeave"	"Partiden Ayrıl"
"[english]DOTA_UserMenu_PartyLeave"	"Leave Party"
"DOTA_UserMenu_Spectate"	"Oyun İzle"
"[english]DOTA_UserMenu_Spectate"	"Watch Game"
"DOTA_InvitedToParty"	"%s1 SENİ BİR PARTİYE DAVET EDİYOR."
"[english]DOTA_InvitedToParty"	"%s1 has invited you to a party."
"DOTA_Invite_Accept"	"KABUL ET"
"[english]DOTA_Invite_Accept"	"ACCEPT"
"DOTA_Invite_Decline"	"REDDET"
"[english]DOTA_Invite_Decline"	"DECLINE"
"DOTA_RP_INIT"	"Ana Menü"
"[english]DOTA_RP_INIT"	"Main Menu"
"DOTA_RP_WAIT_FOR_PLAYERS_TO_LOAD"	"Yüklenenleri bekliyor"
"[english]DOTA_RP_WAIT_FOR_PLAYERS_TO_LOAD"	"Waiting for loaders"
