"dota"
{
"DOTA_Accept"	"Принять"
"DOTA_AbilityTooltip_CastType"	"СПОСОБНОСТЬ: {s:casttype}"
"DOTA_AbilityTooltip_DamageType"	"ТИП УРОНА: {s:damagetype}"
"DOTA_AbilityTooltip_SpellImmunityType"	"СКВОЗЬ НЕВОСПРИИМЧИВОСТЬ К МАГИИ: {s:spellimmunity}"
"DOTA_AbilityTooltip_Description"	"{s:description}"
"DOTA_AbilityTooltip_ScepterDescription"	"{s:scepterdescription}"
"DOTA_AbilityTooltip_ExtraDescription"	"{s:extradescription}"
"DOTA_AbilityTooltip_Attributes"	"{s:attributes}"
"DOTA_AbilityTooltip_Cooldown"	"{s:cooldown}"
"DOTA_AbilityTooltip_ManaCost"	"{s:manacost}"
"DOTA_AbilityTooltip_Lore"	"{s:lore}"
"DOTA_AbilityTooltip_UpgradeLevel"	"Следующее улучшение на {d:upgradelevel}-м уровне"
"DOTA_AbilityTooltip_BuildHeader"	"Руководство по способности"
"DOTA_AbilityTooltip_BuildComment"	"{s:buildcomment}"
"DOTA_PersonaTooltip_Title"	"{g:dota_persona:account_id}"
"DOTA_PersonaTooltip_TitlePro"	"{g:dota_persona_pro:account_id}"
"DOTA_PendingInvites"	"Приглашения в группу"
"DOTA_PendingInvitesTooltip_None"	"Нет ожидающих приглашений"
"DOTA_PendingInvitesTooltip_1"	"Приглашений: 1"
"DOTA_PendingInvitesTooltip_N"	"Приглашений: {d:pending_invite_count}"
"DOTA_PendingInvitesTooltip_Leader"	"Принять/отклонить приглашения."
"DOTA_PendingInvitesTooltip_NonLeader"	"Просмотреть приглашения."
"DOTA_PendingInvitesCancelAll"	"Отменить все приглашения"
"DOTA_PendingInvitesNotPartyLeader"	"Только руководитель группы может управлять приглашениями"
"DOTA_ChatTab_NotInChannelMessage"	"Вас никто не слышит."
"DOTA_ChatTab_ToggleGlobal"	"Показывать сообщения из этого канала во всех вкладках."
"DOTA_ChatTab_Close"	"Закрыть вкладку."
"DOTA_ChatTab_Leave"	"Покинуть канал."
"DOTA_JoinChatChannel_Title"	"Войти в канал"
"DOTA_JoinChatChannel_Description"	"Создать канал чата или войти в существующий."
"DOTA_JoinChatChannel_AddToCurrentTab"	"Добавить в текущую вкладку «{s:current_tab_name}»"
"DOTA_JoinChatChannel_CreateNewTab"	"Создать вкладку:"
"DOTA_Chat_ChannelName"	"{s:channel_name}"
"DOTA_Chat_ChannelMemberCount_Singular"	"Участников: 1"
"DOTA_Chat_ChannelMemberCount_Plural"	"Участников: {d:channel_member_count}"
"DOTA_EditChatTab_Title"	"Настроить вкладку"
"DOTA_EditChatTab_Description"	"Выберите сообщения, которые нужно показывать в этой вкладке."
"DOTA_EditChatTab_AddNewChannel"	"Добавить новый канал…"
"DOTA_EditChatTab_TabName"	"Название вкладки:"
"DOTA_EditChatTab_ChannelToggleDisabled"	"{s:target} должен находиться хотя бы в одной из вкладок."
"DOTA_EditChatTab_Target"	"{s:target}"
"DOTA_Chat_TimestampFormat"	"{t:t:timestamp}"
"DOTA_Chat_Autocomplete_Title"	"{s:autocomplete_title}"
"DOTA_Chat_Autocomplete_NoMatches"	"Совпадений нет"
"DOTA_Chat_Autocomplete_WhisperFriends"	"Шепнуть другу"
"DOTA_Chat_Autocomplete_InviteFriends"	"Пригласить друга"
"DOTA_Chat_Autocomplete_Channels"	"Каналы"
"DOTA_Chat_Autocomplete_Commands"	"Команды"
"DOTA_Chat_Autocomplete_CommandName"	"/{s:command_name}"
"DOTA_Chat_Autocomplete_CommandDescription"	"{s:command_description}"
"dota_suggest_invite_format"	"Пожалуйста, пригласите {s:invite_persona} в группу."
"dota_suggest_invite_format_leader"	"Пожалуйста, пригласите {s:invite_persona} в группу. <a href=\"event:DOTAInviteToParty({s:invite_persona_steamid})\" class=\"InviteButton\">Пригласить</a>"
"dota_suggest_invite_format_lobby"	"Пожалуйста, пригласите {s:invite_persona} в группу."
"dota_suggest_invite_format_lobby_leader"	"Пожалуйста, пригласите {s:invite_persona} в группу. <a href=\"event:DOTAInviteToLobby({s:invite_persona_steamid})\" class=\"InviteButton\">Пригласить</a>"
"DOTA_ChatMessage_Default"	"<span class=\"{s:target_class}\"><span class=\"ChatTarget\">(<a href=\"{s:target_link}\">{s:target}</a>)</span> <span class=\"ChatPersona\">[{s:persona}]</span>: {s:message}</span>"
"DOTA_ChatMessage_WhisperTo"	"<span class=\"{s:target_class}\">Для <span class=\"ChatPersona\">[{s:event_crest}{s:persona}]</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_WhisperFrom"	"<span class=\"{s:target_class}\">От <span class=\"ChatPersona\">[{s:event_crest}{s:persona}]</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_System"	"<span class=\"{s:target_class}\"><span class=\"ChatTarget\">({s:target})</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatTarget_Format_Default"	"{s:target}"
"DOTA_ChatTarget_Prompt_Default"	"Для ({s:target}):"
"DOTA_ChatTarget_Format_Whisper"	"{s:persona}"
"DOTA_ChatTarget_Prompt_Whisper"	"Для [{s:persona}]:"
"DOTA_ChatTarget_Party"	"Группа"
"DOTA_ChatTarget_Lobby"	"Лобби"
"DOTA_ChatTarget_Team"	"Команда"
"DOTA_ChatTarget_Guild"	"Гильдия"
"DOTA_ChatTarget_Fantasy"	"Фэнтези-лига"
"DOTA_ChatTarget_Console"	"Консоль"
"DOTA_ChatTarget_Whisper"	"Шепот"
"DOTA_ChatTarget_Invalid"	"Нет канала"
"DOTA_ChatTarget_GameAll"	"Всем"
"DOTA_ChatTarget_GameAllies"	"Союзникам"
"DOTA_ChatTarget_GameCoaching"	"Обучение"
"DOTA_ChatTarget_GameSpectator"	"Зрителям"
"DOTA_ChatTargetMenu_Title"	"{s:target}"
"DOTA_ChatTargetMenu_ToggleEnabled"	"{s:toggle_enabled}"
"DOTA_ChatTargetMenu_NotActive"	"(нет действующих)"
"DOTA_Chat_Placeholder"	"Общаться можно здесь. Команды начинаются с символа «/»."
"DOTA_Chat_MissedMessages"	"{s:missed_message_count}"
"DOTA_ChatCommand_Party"	"p"
"DOTA_ChatCommand_Party_Name"	"Группа"
"DOTA_ChatCommand_Party_Description"	"Общение со своей группой."
"DOTA_ChatCommand_Lobby"	"l"
"DOTA_ChatCommand_Lobby_Name"	"Лобби"
"DOTA_ChatCommand_Lobby_Description"	"Общение в текущем лобби."
"DOTA_ChatCommand_Channel"	"c"
"DOTA_ChatCommand_Channel_Name"	"Канал"
"DOTA_ChatCommand_Channel_Description"	"Сообщение указанному каналу чата."
"DOTA_ChatCommand_Whisper"	"w"
"DOTA_ChatCommand_Whisper_Name"	"Шепнуть"
"DOTA_ChatCommand_Whisper_Description"	"Шепнуть другу незаметно от остальных."
"DOTA_ChatCommand_Reply"	"r"
"DOTA_ChatCommand_Reply_Name"	"Ответить"
"DOTA_ChatCommand_Reply_Description"	"Ответить на шёпот друга."
"DOTA_ChatCommand_Help"	"?"
"DOTA_ChatCommand_Help_Name"	"Справка"
"DOTA_ChatCommand_Help_Description"	"Показать справку по командам."
"DOTA_ChatCommand_InviteToParty"	"partyinvite"
"DOTA_ChatCommand_InviteToParty_Name"	"Пригласить в группу"
"DOTA_ChatCommand_InviteToParty_Description"	"Пригласить друга в свою группу."
"DOTA_ChatCommand_LeaveParty"	"leaveparty"
"DOTA_ChatCommand_LeaveParty_Name"	"Покинуть группу"
"DOTA_ChatCommand_LeaveParty_Description"	"Покинуть свою группу."
"DOTA_ChatCommand_JoinChannel"	"joinchannel"
"DOTA_ChatCommand_JoinChannel_Name"	"Войти в канал"
"DOTA_ChatCommand_JoinChannel_Description"	"Создать канал чата или войти в существующий канал."
"DOTA_ChatCommand_LeaveChannel"	"leavechannel"
"DOTA_ChatCommand_LeaveChannel_Name"	"Покинуть канал"
"DOTA_ChatCommand_LeaveChannel_Description"	"Выйти из указанного канала чата."
"DOTA_ChatCommand_GameAll"	"all"
"DOTA_ChatCommand_GameAll_Name"	"Всем"
"DOTA_ChatCommand_GameAll_Description"	"Общение со всеми в игре."
"DOTA_ChatCommand_GameAllies"	"союзникам"
"DOTA_ChatCommand_GameAllies_Name"	"Союзникам"
"DOTA_ChatCommand_GameAllies_Description"	"Общение со своими союзниками."
"DOTA_ChatCommand_GameCoaching"	"coach"
"DOTA_ChatCommand_GameCoaching_Name"	"Обучение"
"DOTA_ChatCommand_GameCoaching_Description"	"Общение со своим учеником или тренером."
"DOTA_ChatCommand_GameSpectator"	"spectator"
"DOTA_ChatCommand_GameSpectator_Name"	"Зрителям"
"DOTA_ChatCommand_GameSpectator_Description"	"Общение с другими зрителями."
"DOTA_ChatCommand_Clear"	"clear"
"DOTA_ChatCommand_Clear_Name"	"Очистить"
"DOTA_ChatCommand_Clear_Description"	"Стереть содержимое этой вкладки."
"DOTA_Chat_UnknownCommandMessage"	"Неизвестная команда чата «{s:chat_command}»"
"DOTA_ChatHelp_Targets"	"Получатели"
"DOTA_ChatHelp_Commands"	"Команды"
"DOTA_ChatHelp_NameFormat"	"{s:command_name}:"
"DOTA_ChatHelp_CommandFormat"	"/{s:command}"
"DOTA_Chat_JoinedParty"	"Вошел в группу к {s:party_members}"
"DOTA_Chat_LeftParty"	"Группа распущена."
"DOTA_Chat_MemberJoinedParty"	"Игрок вошел в группу к {s:party_members}"
"DOTA_Chat_MemberLeftParty"	"Игрок покинул группу ({s:party_members})"
"DOTA_Chat_InvitedToJoinParty"	"Приглашены: {s:party_members}"
