"dota"
{
"DOTA_Accept"	"Accepteren"
"CompendiumPageError_SelNoTimer"	"Geen timers gevonden in compendiumpagina '{s:s1}' (er zijn selecties die een timer nodig hebben)"
"CompendiumPageError_SelUnknown"	"Ongeldige 'choice_type' van '{s:s1}' voor selectie '{s:s2}'"
"CompendiumPageError_BarUnknown"	"Ongeldige 'data' van '{s:s1}' voor selectie '{s:s2}'"
"CompendiumPageError_InvalidEquation"	"Ongeldige vergelijking opgegeven: '{s:s1}' voor '{s:s2}'"
"CompendiumPageError_SelChoices"	"Ontbrekende 'choices'-blok voor selectie '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_NoHero"	"Kon geen held vinden met held-ID '{s:s1}' voor selectie '{s:s2}'"
"CompendiumPageError_Unknown"	"Interne compendiumlogica-fout. Contacteer Valve om dit op te lossen."
"CompendiumPageError_ImageDL"	"Starten van compendiumafbeelding '{s:s1}' ({s:s2}) downloaden is mislukt"
"CompendiumPageError_ImageDLErr"	"Downloaden van compendiumafbeelding '%s' ({s:s2}) is mislukt"
"CompendiumPageError_BtnNoElem"	"Geen 'selection_elements'-blok gevonden voor knop '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_BtnBadVal"	"Keuzewaarde '{s:s1}' in knop '{s:s2}' staat niet in de keuzelijst voor die selectie-index"
"CompendiumPageError_BtnBadSel"	"'selection_force_to'-instelling in element '{s:s1}' zit niet in de opties voor keuzelijst '{s:s2}'"
"CompendiumPageError_BtnSelIdx"	"Knop '{s:s1}' in compendiumpagina '{s:s2}' heeft ontbrekende of onjuiste 'selection_index'"
"CompendiumPageError_CmdSelIdx"	"Element '{s:s1}' in compendiumpagina '{s:s2}' bevat een missend of ongeldig commando 'selection_index' of 'force_selection_index'"
"CompendiumPageError_ImgSelIdx"	"Onjuiste 'selection_index' van '{s:s1}' in afbeelding '{s:s2}'."
"CompendiumPageError_ImgShowSelIdx"	"Onjuiste 'show_selection_index' van '{s:s1}' in afbeelding '{s:s2}'."
"CompendiumPageError_ImgSelVal"	"Ongeldige selectiekeuze '{s:s1}' in 'show_selection_images'-sectie van afbeelding '{s:s2}'."
"CompendiumPageError_ImgBadStyle"	"Ongeldige afbeeldingsstijl '{s:s1}' voor afbeelding '{s:s2}'."
"CompendiumPageError_DynTxtSel"	"Tekst '{s:s1}' op pagina '{s:s2}' bevat ongeldige % selection_X %. Geen vooraf geregistreerde selectie met die index."
"CompendiumPageError_NoTxtList"	"Kan geen tekstlijst genaamd '{s:s1}' vinden op pagina '{s:s2}'"
"CompendiumPageError_TOCPage"	"Pagina table_of_contents_page '{s:s1}' bestaat niet."
"CompendiumPageError_SelIndex"	"Selectie '{s:s1}' in compendiumpagina '{s:s2}' heeft ontbrekende of ongeldige 'selection_index'"
"CompendiumPageError_SelUsed"	"Selectie '{s:s1}' in compendiumpagina '{s:s2}' heeft geen unieke 'selection_index'"
"CompendiumPageError_SelVal"	"Keuzemenu '{s:s1}' in compendiumpagina '{s:s2}' heeft keuzes met dezelfde waarden"
"CompendiumPageError_SelValInv"	"Keuzelijst '{s:s1}' in compendiumpagina '{s:s2}' heeft een keuze met een waarde <= 0. Keuzewaarden moeten groter zijn dan 0."
"CompendiumPageError_SelTTVal"	"Keuzelijst '{s:s1}' in compendiumpagina '{s:s2}' heeft een tooltip_data-item met een waarde die niet in de lijst van opties staat."
"CompendiumPageError_NoAnswer"	"Selectie '{s:s1}' op compendiumpagina '{s:s2}' heeft geen 'answer'- of 'answers'-sleutel in zijn 'result'-sectie"
"CompendiumPageError_MissAnswer"	"Selectie '{s:s1}' op compendiumpagina '{s:s2}' heeft een 'answer'- of 'answers'-sleutel die niet overeenkomt met een keuze"
"CompendiumPageError_Timer"	"Timer '{s:s1}' heeft een ongeldige epoch-tijd"
"CompendiumPageError_UnknownAction"	"Object '{s:s1}' verwijst naar onbekende actie '{s:s2}'"
"CompendiumPageError_SameElement"	"Zichtbaarheidssysteem heeft meerdere elementen met de naam '{s:s1}' op pagina '{s:s2}' gevonden"
"CompendiumPageError_DupeKey"	"KeyValues-blok '{s:s1}' bevat meerdere sleutels met dezelfde naam '{s:s2}'."
"CompendiumError_Template"	"Kon geen template vinden met de naam '{s:s1}'"
"CompendiumError_DupeTemplate"	"Meerdere templates met de naam '{s:s1}' gevonden"
"CompendiumError_NoDefines"	"Template '{s:s1}' heeft definities nodig, maar instantie '{s:s2}' ervan heeft geen 'defines'-blok."
"CompendiumError_MissingDef"	"Afgeleide instantie '{s:s1}' bevat geen definitie genaamd '{s:s2}', maar de template waarvan het afleidt vereist het."
"CompendiumError_BadDef"	"Afgeleide instantie '{s:s1}' bevat een vereiste definitie genaamd '{s:s2}' die niet met '%def' start, wat vereist is."
"DOTA_GlobalItems_Companions"	"Metgezellen"
"DOTA_GlobalItems_Couriers"	"Koeriers"
"DOTA_GlobalItems_Pets"	"Dieren"
"DOTA_GlobalItems_World"	"Wereld"
"DOTA_GlobalItems_Wards"	"Wards"
"DOTA_GlobalItems_Weather"	"Weereffecten"
"DOTA_GlobalItems_Interface"	"Interface"
"DOTA_GlobalItems_Emoticons"	"Emoticons"
"DOTA_GlobalItems_LoadingScreens"	"Laadschermen"
"DOTA_GlobalItems_HUDs"	"HUDs"
"DOTA_GlobalItems_Audio"	"Geluid"
"DOTA_GlobalItems_Announcers"	"Omroeperspakketten"
"DOTA_GlobalItems_Music"	"Muziek"
"DOTA_Search"	"Zoeken"
"DOTA_Start"	"Starten"
"DOTA_PleaseWait"	"Even geduld..."
"DOTA_ProfileCard_HeroHover"	"Tonen bij aanwijzen:"
"dota_lobby_balanced_shuffle"	"Gebalanceerd husselen"
"dota_lobby_unassigned_players"	"Niet-toegewezen spelers"
"dota_lobby_broadcast_channels"	"Uitzenderskanalen schakelen"
"dota_lobby_settings"	"Lobby-instellingen"
"dota_lobby_settings_edit"	"Bewerken"
"dota_lobby_leave"	"Deze lobby verlaten"
"DOTA_Custom_Game_View_Lobby_List"	"Lobbylijst bekijken"
"DOTA_Custom_Game_Lobby_List_Title"	"Lobbylijst"
"DOTA_Custom_Game_Browse_All"	"Alle spellen doorbladeren"
"DOTA_Custom_Game_Friends_Ready"	"Vrienden klaar om te spelen"
"DOTA_Custom_Game_Friends_Who_Play"	"Vrienden die spelen"
"DOTA_Custom_Game_Friends_Playing_Now"	"Vrienden die nu spelen"
"DOTA_Custom_Game_Browse_Sort"	"Sorteren:"
"DOTA_Custom_Game_Sort_Popular_Today"	"Hoogst beoordeeld (vandaag)"
"DOTA_Custom_Game_Sort_Popular_Week"	"Hoogst beoordeeld (deze week)"
"DOTA_Custom_Game_Sort_Top_Rated"	"Hoogst beoordeeld (aller tijden)"
"DOTA_Custom_Game_Sort_Date"	"Publicatiedatum"
"DOTA_WatchLive_WatchLabel"	"BEKIJKEN:"
"DOTA_WatchLive_ThirdParty"	"DERDE"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"IN SPEL"
"DOTA_WatchLive_Broadcaster0"	"{g:dota_persona:b:broadcaster_account_id_0} bekijken"
"DOTA_WatchLive_Broadcaster1"	"{g:dota_persona:b:broadcaster_account_id_1} bekijken"
"DOTA_WatchLive_Broadcaster2"	"{g:dota_persona:b:broadcaster_account_id_2} bekijken"
"DOTA_WatchLive_Broadcaster3"	"{g:dota_persona:b:broadcaster_account_id_3} bekijken"
"DOTA_WatchLive_Broadcaster4"	"{g:dota_persona:b:broadcaster_account_id_4} bekijken"
"DOTA_WatchLive_Broadcaster5"	"{g:dota_persona:b:broadcaster_account_id_5} bekijken"
"DOTA_WatchLive_Broadcaster6"	"{g:dota_persona:b:broadcaster_account_id_6} bekijken"
"DOTA_WatchLive_Broadcaster7"	"{g:dota_persona:b:broadcaster_account_id_7} bekijken"
"DOTA_WatchLive_Broadcaster8"	"{g:dota_persona:b:broadcaster_account_id_8} bekijken"
"DOTA_WatchLive_Broadcaster9"	"{g:dota_persona:b:broadcaster_account_id_9} bekijken"
"dota_matchmaking_region_title_confirm"	"Matchmakingregio's bevestigen"
"dota_play_lobby_games"	"Lobby's bekijken"
"dota_play_connecting_to_server"	"Verbinden..."
"dota_reconnecting"	"Opnieuw verbinden..."
"dota_matchmaking_regions_retry"	"Opnieuw proberen"
"dota_matchmaking_region_ping_calculating"	"Ping: Berekenen..."
"dota_matchmaking_region_ping_failed"	"Ping: MISLUKT"
"dota_matchmaking_region_or"	"of"
"dota_matchmaking_region_selected_unreachable"	"Kan netwerkverbinding met de geselecteerde regio('s) niet bevestigen."
"dota_settings_networkhud"	"Netwerkinformatie weergeven"
"dota_settings_fullscreenbrightness"	"Helderheid"
"dota_settings_dashboard_renderquality"	"Dashboard van hoge kwaliteit"
"dota_settings_quicktargetattack"	"Snelle aanval"
"dota_settings_chat_whispers"	"Steam-berichten als fluisterberichten weergeven"
"dota_settings_no_mode_resolutions"	"Geen ondersteunde resoluties"
"dota_lobby_browser_header_name"	"Lobbynaam"
"dota_lobby_browser_header_slots"	"Posities"
"dota_lobby_browser_header_game_mode"	"Spelmodus"
"dota_lobby_browser_region"	"Regio"
"dota_lobby_browser_lobby_name"	"Lobbynaam"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} vrienden spelen {s:game_mode}"
"Compendium_DefaultText_TimerTitle_Active"	"SELECTIES SLUITEN OVER"
"Compendium_DefaultText_TimerTitle_Expired"	"SELECTIES ZIJN GESLOTEN"
"Compendium_DefaultText_CD_Days"	"dagen"
"Compendium_DefaultText_CD_Hours"	"uur"
"Compendium_DefaultText_CD_Minutes"	"minuten"
"Compendium_DefaultText_CD_Seconds"	"seconden"
"NetGraph_FPS"	"fps: {d:fps}"
"NetGraph_Ping"	"ping: {d:ping} ms"
"DOTA_Credits"	"Dankbetuigingen"
"DOTA_ActorCredits_1_Name"	"Dee Bradley Baker"
"DOTA_ActorCredits_1_Heroes"	"techies"
"DOTA_ActorCredits_2_Name"	"Dennis Bateman"
"DOTA_ActorCredits_2_Heroes"	"invoker"
"DOTA_ActorCredits_3_Name"	"Tom Chantler"
"DOTA_ActorCredits_3_Heroes"	"centaur,lion,obsidian_destroyer,riki,slark,tusk,witch_doctor"
"DOTA_ActorCredits_4_Name"	"Merle Dandridge"
"DOTA_ActorCredits_4_Heroes"	"legion_commander,winter_wyvern"
"DOTA_ActorCredits_5_Name"	"Barry Dennen"
"DOTA_ActorCredits_5_Heroes"	"chaos_knight,phantom_lancer,rubick"
"DOTA_ActorCredits_6_Name"	"Dave Fennoy"
"DOTA_ActorCredits_6_Heroes"	"batrider,ember_spirit,faceless_void,jakiro,venomancer,skeleton_king"
"DOTA_ActorCredits_7_Name"	"Jim French"
"DOTA_ActorCredits_7_Heroes"	"elder_titan"
"DOTA_ActorCredits_8_Name"	"Michael Gregory"
"DOTA_ActorCredits_8_Heroes"	"bounty_hunter,clinkz,silencer"
"DOTA_ActorCredits_9_Name"	"Gin Hammond"
"DOTA_ActorCredits_9_Heroes"	"crystal_maiden,drow_ranger,enchantress,mirana,phantom_assassin,spectre,vengefulspirit"
"DOTA_ActorCredits_10_Name"	"John Patrick Lowrie"
"DOTA_ActorCredits_10_Heroes"	"ancient_apparition,dark_seer,doom_bringer,earthshaker,pudge,nevermore,storm_spirit"
"DOTA_ActorCredits_11_Name"	"Ellen McLain"
"DOTA_ActorCredits_11_Heroes"	"broodmother,death_prophet"
"DOTA_ActorCredits_12_Name"	"Bruce Miles"
"DOTA_ActorCredits_12_Heroes"	"alchemist,life_stealer,omniknight"
"DOTA_ActorCredits_13_Name"	"Linda K. Morris"
"DOTA_ActorCredits_13_Heroes"	"luna,naga_siren,queenofpain,templar_assassin"
"DOTA_ActorCredits_13_Extra"	"Omroeper"
"DOTA_ActorCredits_14_Name"	"Sam A. Mowry"
"DOTA_ActorCredits_14_Heroes"	"antimage,beastmaster,rattletrap,necrolyte,slardar,warlock"
"DOTA_ActorCredits_15_Name"	"Eric Newsome"
"DOTA_ActorCredits_15_Heroes"	"chen,leshrac,furion,razor,tidehunter,tiny,zuus"
"DOTA_ActorCredits_16_Name"	"Nolan North"
"DOTA_ActorCredits_16_Heroes"	"brewmaster,earth_spirit,gyrocopter,keeper_of_the_light,lone_druid,lycan,meepo,ogre_magi,shadow_demon,troll_warlord"
"DOTA_ActorCredits_17_Name"	"Dempsey Pappion"
"DOTA_ActorCredits_17_Heroes"	"magnataur,nyx_assassin,visage"
"DOTA_ActorCredits_18_Name"	"TJ Ramini"
"DOTA_ActorCredits_18_Heroes"	"abaddon,bristleback,skywrath_mage,shredder"
"DOTA_ActorCredits_19_Name"	"Harry S. Robins"
"DOTA_ActorCredits_19_Heroes"	"tinker"
"DOTA_ActorCredits_20_Name"	"Gary Schwartz"
"DOTA_ActorCredits_20_Heroes"	"lich,pugna"
"DOTA_ActorCredits_21_Name"	"David Scully"
"DOTA_ActorCredits_21_Heroes"	"bane,dazzle,juggernaut,morphling,sand_king,sven,weaver"
"DOTA_ActorCredits_22_Name"	"Mike Shapiro"
"DOTA_ActorCredits_22_Heroes"	"oracle"
"DOTA_ActorCredits_23_Name"	"David Sobolov"
"DOTA_ActorCredits_23_Heroes"	"terrorblade"
"DOTA_ActorCredits_24_Name"	"Jon St. John"
"DOTA_ActorCredits_24_Heroes"	"axe,bloodseeker,enigma,kunkka"
"DOTA_ActorCredits_25_Name"	"Fred Tatasciore"
"DOTA_ActorCredits_25_Heroes"	"disruptor,spirit_breaker,treant,undying,ursa"
"DOTA_ActorCredits_25_Extra"	"Warlocks golem"
"DOTA_ActorCredits_26_Name"	"Jen Taylor"
"DOTA_ActorCredits_26_Heroes"	"lina,medusa,puck,windrunner"
"DOTA_ActorCredits_27_Name"	"Tony Todd"
"DOTA_ActorCredits_27_Heroes"	"dragon_knight,night_stalker,viper"
"DOTA_ActorCredits_28_Name"	" "
"DOTA_ActorCredits_28_Heroes"	" "
"DOTA_PlayerContextMenu_Trade"	"Uitnodigen om te ruilen"
"DOTA_Custom_Game_Finished_Vote_Question"	"Wat vind je van dit aangepaste spel?"
"DOTA_Custom_Game_Finished_Vote_Skip"	"Overslaan"
"DOTA_TabName_ModsLobbyList"	"Lobbylijst"
"DOTA_WatchLive_Fullscreen"	"VOLLEDIG SCHERM"
"DOTA_JoinChatChannel_ChannelName"	"Kanaalnaam"
"DOTA_JoinChatChannel_ChannelMemberCount"	"Leden"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"DOTA_Trading_UI_Body_Outgoing"	"Wachten op {s:player_name} om op je verzoek te reageren..."
"DOTA_GiftWrap_Item"	"{g:dota_item_name:gift_item_def} aan het inpakken."
"DOTA_GiftWrap_ConfirmDedication_Title"	"Toewijding bevestigen"
"DOTA_GiftWrap_ConfirmDedication_Message"	"Weet je zeker dat je het geschenk wilt toewijden met '{s:gift_dedication}'?"
"DOTA_GiftWrap_Success_Header"	"Gelukt"
"DOTA_GiftWrap_Success"	"Je geschenk is afgeleverd."
"DOTA_Custom_Game_Sort_Most_Played"	"Meest populair (deze week)"
"dota_settings_about"	"Over"
"DOTA_CurrentGameplayVersion"	"6.85"
"DOTA_Credits_LindaKMorris_Extra"	"en de standaardomroeper"
"DOTA_Credits_FredTatasciore_Extra"	"en Warlocks golem"
"DOTA_Recycling"	"Recyclen"
"DOTA_Recycling_Action"	"Recyclen"
"DOTA_Recycling_DragItems"	"Sleep ongewenste items hiernaartoe"
"DOTA_Recycling_Confirm"	"Weet je zeker dat je deze items wilt recyclen?"
"DOTA_RecyclingCharm_Name"	"Charm of the Crucible Jewel II"
"DOTA_RecyclingCharm_Bonus"	"+25 compendiummunten"
"DOTA_Previous"	"Vorige"
"DOTA_PreviousShort"	"Vorige"
"DOTA_Next"	"Volgende"
"DOTA_Friends_Add_Friend_Tooltip"	"Vriend toevoegen"
"DOTA_Armory_ActiveFilter"	"{s:filter_field} {s:filter_op} {s:filter_value}"
"DOTA_Treasure_Purchase"	"Schat kopen"
"DOTA_Treasure_CharmPurchase"	"Amulet kopen"
"DOTA_Treasure_SearchPlaceholder"	"Naar schat zoeken"
"DOTA_Treasure_ViewAll"	"Alle schatten bekijken"
"DOTA_Treasure_QuantityOption"	"Aantal: {d:quantity}"
"DOTA_Treasure_Gift"	"Geschenk"
"DOTA_Treasure_Open"	"Openen"
"DOTA_Treasure_OpenQuantity"	"{d:owned_quantity}"
"DOTA_Treasure_Owned"	"In bezit"
"DOTA_Treasure_Received"	"Ontvangen"
"DOTA_Treasure_Autographed"	"Handtekening:"
"DOTA_Treasure_AutographName"	"{s:treasure_autograph_name}"
"DOTA_OpenTreasureTooltip_NormalTitle"	"Bevat de volgende items:"
"DOTA_OpenTreasureTooltip_UnitName"	"{g:dota_item_unit_name:item_def}"
"DOTA_OpenTreasureTooltip_ItemName"	" - {g:dota_item_name:item_def}"
"dota_profile_oi_player_name"	"WEERGAVENAAM"
"dota_profile_oi_team"	"TEAM"
"dota_profile_oi_sponsor"	"SPONSOR"
"dota_profile_oi_sponsor_sub"	"Sponsors worden toegevoegd aan je naam."
"dota_profile_oi_country"	"LAND"
"dota_profile_oi_role"	"ROL"
"dota_profile_oi_submit_info"	"Verzenden"
"dota_profile_oi_submit_pending"	"Verzenden..."
"dota_profile_oi_submit_success"	"Gelukt!"
"dota_profile_oi_submit_failure"	"Fout - probeer het opnieuw."
"dota_role_core"	"Core"
"dota_role_support"	"Support"
"Compendium_GenerateFail"	"Bronbestand '{s:s1}' genereren mislukt."
"Compendium_PreparePublish"	"Voorbereiden voor publiceren"
"Compendium_PublishFinishedTitle"	"Publiceren gelukt"
"DOTA_Treasure"	"Schat"
"DOTA_Blog"	"Nieuw in Dota 2"
"DOTA_SortBy"	"Sorteren op"
"DOTA_SortOption_Newest"	"Nieuwste"
"DOTA_SortOption_Owned"	"In bezit"
"DOTA_SortOption_Price"	"Prijs"
"DOTA_SortOption_Alphabetical"	"Alfabetisch"
"Action_Use"	"Gebruiken"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHero"	"Huidige held"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_InProgress"	"Bezig"
"DOTA_AHC_CurrentHeroAttempts"	"{s:current_hero_attempts} pogingen"
"DOTA_AHC_CurrentHeroAverage"	"Wereldgemiddelde"
"DOTA_AHC_CurrentHeroAverageAttempts"	"{s:current_hero_average_attempts} pogingen"
"DOTA_AHC_NextHero"	"Volgende held"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_ChallengeProgress"	"Uitdagingsvoortgang ({d:challenge_progress_percent}%)"
"DOTA_AHC_HeroesCompleted"	"Helden voltooid"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"Totaal aantal pogingen"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts} spellen"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts} spellen"
"DOTA_AHC_LifetimeStats"	"Uitdagingsstatistieken aller tijden"
"DOTA_AHC_FullChallengesCompleted"	"Volledige uitdagingen voltooid"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"Beste volledige uitdaging"
"DOTA_AHC_BestFullChallengeValueNone"	"N.V.T."
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} spellen"
"DOTA_AHC_FullChallengeAverage"	"Wereldgemiddelde volledige uitdaging"
"DOTA_AHC_FullChallengeAverageValue"	"{s:full_challenge_average} spellen"
"DOTA_AHC_ChallengeReward"	"Uitdagingsbeloning"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"Level {d:challenge_trophy_level}"
"DOTA_Trophies_ViewEarned"	"Behaald"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"dota_settings_enable_console"	"Console inschakelen"
"DOTA_HeroLoadout_Loadout"	"Uitrusting"
"DOTA_HeroLoadout_About"	"Over"
"DOTA_HeroLoadout_Guides"	"Gidsen"
"DOTA_HeroLoadout_Roles"	"Rollen"
"DOTA_HeroLoadout_Biography"	"Biografie"
"DOTA_Feed_Say_Something"	"Zeg iets op je feed..."
"DOTA_Armory_ClearFilter"	"Filter wissen"
"DOTA_Armory_ContextMenu_Tags"	"Tags..."
"DOTA_Armory_ContextMenu_EffigyPose"	"Houding..."
"DOTA_EffigyEditor_CreateEffigy"	"Effigy maken"
"DOTA_EffigyEditor_PoseEffigy"	"Effigy poseren"
"DOTA_EffigyEditor_Model"	"Held"
"DOTA_EffigyEditor_Loadout"	"Naar uitrusting gaan"
"DOTA_EffigyEditor_Inscription"	"Opschrift:"
"DOTA_EffigyEditor_Animation"	"Animatie:"
"DOTA_EffigyEditor_Frame"	"Frame selecteren:"
"dota_profile_content_tab_all_hero_challenge"	"Alle-helden-uitdaging"
"DOTA_tooltip_econ_item_delete_restriction"	"Niet te verwijderen"
"DOTA_tooltip_econ_item_modifier_animation"	"Animatie"
"DOTA_tooltip_econ_item_modifier_announcer"	"Omroeper"
"DOTA_tooltip_econ_item_modifier_HUD"	"HUD"
"DOTA_tooltip_econ_item_modifier_health_bar"	"Gezondheidsbalk"
"DOTA_tooltip_econ_item_modifier_ability_name"	"Vaardigheidsnaam"
"DOTA_tooltip_econ_item_modifier_loading_screen"	"Laadscherm"
"DOTA_tooltip_econ_item_modifier_cursor_pack"	"Cursorpakket"
"DOTA_tooltip_econ_item_modifier_portrait"	"Portret"
"DOTA_tooltip_econ_item_modifier_ambient_effects"	"Omgevingseffecten"
"DOTA_tooltip_econ_item_modifier_spell_effects"	"Spreukeffecten"
"DOTA_tooltip_econ_item_modifier_model"	"Model"
"DOTA_tooltip_econ_item_modifier_courier"	"Koerier"
"DOTA_tooltip_econ_item_modifier_weather"	"Weer"
"DOTA_tooltip_econ_item_modifier_sound"	"Geluid"
"DOTA_tooltip_econ_item_modifier_voice"	"Stem"
"DOTA_tooltip_econ_item_modifier_icon"	"Pictogram"
"DOTA_econ_item_details_style_label"	"Stijl:"
"DOTA_econ_item_details_gift_label"	"Geschenk van:"
"Compendium_Downloading"	"Compendium downloaden..."
"Compendium_DLFailed"	"Download mislukt"
"Compendium_DLFailed_Desc"	"Kan het compendium niet downloaden.\n\nProbeer het later opnieuw."
"Compendium_Retry"	"Opnieuw proberen"
"Compendium_preview_mode"	"ALLEEN VOORBEELDMODUS"
"Compendium_preview_click"	"Klik hier voor meer informatie"
"Compendium_level"	"LEVEL"
"Compendium_to_next_level"	"TOT VOLGENDE LEVEL"
"Compendium_LevelupPts_Singular"	"1 punt"
"Compendium_LevelupPts_Plural"	"{d:next_comp_level} punten"
"DOTA_Treasure_BonusReward"	"Bonusbeloning"
"DOTA_AntiAddiction_CompleteInfoNow"	"Informatie invoeren"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"Niet nu"
"DOTA_AntiAddiction_Label_Green"	"Speeltijd: {s:playtime} (gezond)"
"DOTA_AntiAddiction_Label_Yellow"	"Speeltijd: {s:playtime} (ongezond)"
"DOTA_AntiAddiction_Label_Red"	"Speeltijd: {s:playtime} (overschreden)"
"DOTA_Workshop_Browse"	"Bladeren"
"DOTA_Workshop_TextureName_color"	"Kleur"
"DOTA_Workshop_MaterialName_NormalTexture"	"Normale map"
"DOTA_Workshop_Model"	"Model"
"DOTA_Workshop_Animations"	"Animaties"
"DOTA_Workshop_Misc"	"Overig"
"DOTA_Workshop_SubmissionType_Ward"	"Ward"
"DOTA_Workshop_ImportP4"	"Importeren (P4)"
"DOTA_Workshop_SaveSettings"	"Instellingen opslaan"
"DOTA_Workshop_LoadSettings"	"Instellingen laden"
"DOTA_Workshop_Ready"	"Gereed"
"DOTA_Workshop_Optional"	"Optioneel"
"DOTA_Workshop_Required"	"Vereist"
"DOTA_Workshop_ItemName"	"Itemnaam"
"DOTA_Workshop_Texture_Title"	"Texturebestanden"
"DOTA_Workshop_Texturing"	"Hulp bij textures"
"DOTA_Workshop_Modelling"	"Help bij modellen"
"DOTA_Workshop_Animation"	"Hulp bij animaties"
"DOTA_Workshop_AbilityIconsHelp"	"Hulp bij vaardigheidspictogrammen"
"DOTA_Workshop_Reimport"	"Bijwerken"
"DOTA_Workshop_Models_Title"	"Modellen"
"DOTA_Workshop_Materials_Title"	"Materialen"
"DOTA_Workshop_Attachments_Title"	"Bijlagen"
"DOTA_Workshop_Marketing_Title"	"Marketing"
"DOTA_Workshop_Marketing_Help"	"Hulp bij marketing"
"DOTA_Workshop_Particles_Title"	"Deeltjes"
"DOTA_Workshop_Particles_Help"	"Hulp bij deeltjes"
"DOTA_Workshop_Images_Title"	"Afbeeldingen"
"DOTA_Workshop_AbilityIcons_Title"	"Vaardigheidspictogrammen"
"DOTA_Workshop_HudSkin_Intro"	"HUD-skins zijn afbeeldingen die gecombineerd worden om de HUD in het spel te vervangen."
"DOTA_Workshop_HudSkin_Help"	"Hulp bij HUD-skins"
"DOTA_Workshop_CursorPack_Help"	"Hulp bij cursorpakketten"
"DOTA_Workshop_ImportLoadingScreen"	"LAADSCHERM IMPORTEREN"
"DOTA_Workshop_LoadingScreen_Intro"	"Een afbeelding die het standaardlaadscherm van Dota 2 vervangt"
"DOTA_UI_LoadScreen_16_9"	"16:9-beeldverhouding"
"DOTA_UI_LoadScreen_16_10"	"16:10-beeldverhouding"
"DOTA_UI_LoadScreen_4_3"	"4:3-beeldverhouding"
"DOTA_Workshop_ImportChatEmoticon"	"CHAT-EMOTICON IMPORTEREN"
"DOTA_Workshop_ChatEmoticon_Intro"	"Een geanimeerd chatemoticon"
"DOTA_Workshop_Animation_Title"	"Animaties"
"DOTA_Workshop_Preview_Anim"	"Animatie:"
"DOTA_Workshop_Preview_Gesture"	"Overlay:"
"DOTA_Workshop_Preview_Skin"	"Texture:"
"DOTA_Workshop_Preview_Model"	"Model:"
"DOTA_Workshop_Preview_NoAttachment"	"Geen"
"DOTA_Workshop_RequiredFileError"	"Vereist bestand niet gevonden!"
"DOTA_Workshop_RequiredFile_Name"	"Kan vereist bestand met de volgende naam niet vinden:\n %s1"
"DOTA_Workshop_ZipError"	"Bestandsfout!"
"DOTA_Workshop_Error"	"Importeerfout"
"DOTA_Workshop_Error_NoManifest"	"ZIP-bestand bevat manifest.txt niet."
"DOTA_Workshop_Quicksave_Fail"	"Opslaan mislukt"
"DOTA_Workshop_Quicksave_Fail_Desc"	"Importeerstatus op %s1 opslaan mislukt"
"DOTA_Workshop_Quickload_Fail"	"Laden mislukt"
"DOTA_Workshop_Quickload_Fail_Desc"	"Laden mislukt: opslagbestand niet gevonden op %s1"
"DOTA_Workshop_NotInTest"	"Kan niet publiceren in Dota 2 Test"
"DOTA_Workshop_NotInTest_Desc"	"Gebruik de hoofdclient van Dota 2 om met de Steam Workshop te werken."
"DOTA_Workshop_Import"	"Importeren"
"DOTA_Workshop_Importing"	"Importeren"
"DOTA_Workshop_Import_Success"	"IMPORTEREN GELUKT"
"DOTA_Workshop_Import_Failed"	"IMPORTEREN MISLUKT"
"DOTA_Workshop_OutOfBudget"	"%1 valt buiten het budget voor driehoeken:\n %2 bevat %3 driehoeken, terwijl het budget er maar %4 toelaat."
"DOTA_Workshop_LOD0Title_Ward"	"Portretgeometrie"
"DOTA_Workshop_LOD1Title_Ward"	"Geometrie in het spel"
"DOTA_Workshop_Mat0Title_Ward"	"Texturebestanden Observer"
"DOTA_Workshop_Mat1Title_Ward"	"Texturebestanden Sentry"
"DOTA_Workshop_Animation_Spawn"	"Spawnen"
"DOTA_Workshop_Animation_Idle"	"Niet actief"
"DOTA_Workshop_Animation_IdleAlt"	"Niet actief, alternatief"
