"dota"
{
"DOTA_Accept"	"Kabul Et"
"npc_dota_hero_bristleback_hype"	"Savaş söz konusu olduğunda, Bristleback gerçekten arkasını döner. Yanlardan veya arkadan verilen tüm hasarları azaltarak, düşmanlarına hasar veren oklar ve yavaşlatıcı sümük püskürterek neredeyse umursamadan savaşa koşar."
"npc_dota_hero_broodmother_hype"	"Ağlarının arasında görünmez bir şekilde saklanan Broodmother, takımının kuvvetlerine düşman üssüne doğru öncülük edecek bir örümcek ordusu dünyaya getirir. Avı yakınlarda dolaştıkça, yavrularına katılarak saldırıya geçer, doyumsuz açlığının ortaya çıkmasına izin vererek uyuşturucu ısırıklarıyla rakiplerini yavaşlatır."
"npc_dota_hero_centaur_hype"	"Centaur Warrunner hem hasar verme hem de hasar soğurma konusunda tam bir ustadır. Savaşta başı çekerken, düşmanlarını sersemletmek için ayaklarıyla ezer ve onların her saldırısına anında karşılık verir. İzdihamı dostlarını dövüşte olduğu gibi kaçışta da hızlandırır ve böylece katliamın temposunu arttırır."
"npc_dota_hero_chaos_knight_hype"	"Chaos Knight kendi başına bir ordu gibidir. Düşman savunmasını yerle bir etmek üzere süvari klonlarını çağırabilir ve eğer bir düşman kendisini gösterecek olursa, kendisi ve hayaletlerini acımasız sopa vuruşlarını kafalarına yağdıracak kadar yaklaştırmak için gerçekliği aralayabilir."
"npc_dota_hero_chen_hype"	"Ormandaki yaratıkları kendi davasına inandıran Chen, savaşlarda takımına yardımcı olması için geçici ordularını yönetir. Arkadaşlarını güvenli bir yere gönderirken düşmanlarına hayvanlarla saldırır. Sonrasında, işler iyice kötüye gittiğinde, nerede olursa olsunlar tüm dostlarını iyileştirir."
"npc_dota_hero_clinkz_hype"	"Clinkz görünmez bir şekilde savaş alanında dolaşırken, hiçkimse pusuya karşı güvende değildir. Ayak ve okun süratiyle rakiplerine ateşli bir ölüm yağdırır ve daha sonra, bir sonraki saldırısına hazırlanırken ormandaki yaratıkların yaşam enerjisini emmek üzere geri çekilir."
"npc_dota_hero_rattletrap_hype"	"Tutma kancası atışıyla kendisini düşmanlarına fırlatan Clockwerk, hedeflerini izole eder ve kafa karıştıran şarapnellerle onları parçalarına ayırır. Oldukça kullanışlı fişekleriyle savaş alanını gözetlerken, kendisini üstüne gönderebileceği hedefler bulmakta hiçbir zorluk çekmez."
"npc_dota_hero_crystal_maiden_hype"	"Düşmanları yavaşlatarak leşi garantilerken dostlarına mana sağlamaya devam edebilen Crystal Maiden, herhangi bir takım için yararlı bir katılımcıdır. Ayrıca, fırsat bulduğunda, rakiplerini mahvetmek için muazzam nihai yeteneğini serbest bırakabilir."
"npc_dota_hero_dark_seer_hype"	"Becerikli ve stratejik Dark Seer, düşmanlarının konumunu kendi çıkarları için kullanmakta fazlasıyla başarılıdır. Rakiplerini dostlarının saldırıları üzerinde toplarken kopyalama duvarına düşmanlarını çekerek, kendi güçlerini onlar üzerinde kullanabilir."
"npc_dota_hero_dazzle_hype"	"Savaşta arkadaşlarını desteklemek için doğmuş Dazzle, yaralı dostlarını canlı tutar ki onlar da daha sonra düşman üzerine ölüm yağdırabilsinler. Tuhaf büyüsü yakındaki zırhları tamamen sararak düşmanları zayıflatırken arkadaşlarını kuvvetlendirir."
"npc_dota_hero_death_prophet_hype"	"Hayaletlerden oluşan ordusunu serbest bıraktığında, düşmanları ve onların savunmalarını yok etme konusunda Death Prophet kadar iyisi yoktur. Hasar verici dalgalarla ilerleyen sürüsünden sonra takımının kuvvetlerini düşman üssüne doğru götürürken, şiddetli saldırısı hiçbir şekilde durdurulamaz gibi görünebilir."
"npc_dota_hero_disruptor_hype"	"Disruptor düşmanlarının planlarını suya düşürmekte son derece başarılıdır. Susturucu bir fırtına çağırırken hedeflerini kapana kıstırmak için onları geçilmesi imkansız çitlerle çevirir. Bir rakip beklenmeyen bir hamle yapmaya çalışırsa kolayca onu daha önceki konumuna geri gönderir."
"npc_dota_hero_doom_bringer_hype"	"Öyle ya da böyle, Doom düşmanlarını saf dışı bırakır. Hayatları boyunca sahip oldukları yetenekleri ele geçirmek için yaratıkları bir çırpıda yutarak nihai yeteneğiyle rakiplerini ateşe verirken bir de onların büyü ve eşyalarına bitmek bilmeyen bir susturma büyüsü yapabilir."
"npc_dota_hero_dragon_knight_hype"	"Ürkütücü ejderha şekline büründüğünde, Dragon Knight karşısına çıkan herkese korku salar. Güçlü ve uyumludur, düşmanlarını sersemletebilir ve önündeki herkesi yakabilir, dostlarını zafere taşımak için çoğu zaman onların ihtiyaç duyduğu ivmeyi sağlar."
"npc_dota_hero_drow_ranger_hype"	"Menzile girdiğinde pek çoğu Drow Ranger'ın ellerinden kurtulamaz. Rakipleri dondurucu rüzgarla susturulduktan sonra, çok azının sonrasında canlı kalabileceği, buz uçlu yavaşlatan oklardan oluşan yaylım ateşiyle onların işini bitirir."
"npc_dota_hero_earth_spirit_hype"	"Earth Spirit düşmanı kaosa, dostu dövüşe iter. Her savaş senaryosuna adapte olurken heykel kalıntılarını kullanarak düşmana hasar verir veya bir dostunu ölümün pençesinden kurtarır."
"npc_dota_hero_earthshaker_hype"	"Düşmanın kaçışını bloklamak, güçlerini bölmek veya toplanmış hasımlarının ayakları altındaki toprağı parçalamak. Earthshaker'ın en güçlü anı habersiz vurduğu andır. Artçılarından kurtulabilenleri ise muazzam toteminden bir darbe bekler."
"npc_dota_hero_elder_titan_hype"	"Elder Titan, astral ruhu ile yolu keşif yaparken her yönden saldırabilir. Varlığı rakiplerinin savunmalarını aşındırırken bir toynak darbesi ile düşmanlarını yere çiviler, hasımlarına diz çöktürmek için bizzat toprağı yarar."
"npc_dota_hero_ember_spirit_hype"	"Çevik ve ele geçmez yapısı ile Ember Spirit birbiri ardına yakınındaki düşmanlara saldırır ve onları alevli zincirlerle bağlar. Patlayan kalıntılardan birine varmak için savaş alanını hızla geçerken çok azı onun ateşinden kaçabilir veya ateşini tutsak edebilir."
"npc_dota_hero_enchantress_hype"	"Yakından zararlı, uzaktan ölümcül olan Enchantress mesafe katettikçe zararı artan saldırıları ile düşmanı şişler. Gerek güçlü yavaşlatmaları gerekse orman yaratıklarını kendi safına dahil etmek için kullandığı cazibesi ile bir dövüşü kazanmak için gereken her şey onda mevcut."
"npc_dota_hero_enigma_hype"	"Son yeteneği ile korku salan Enigma, dostları düşman güçlerini yok edebilsin diye onları hapsedebilecek kudrette bir kara delik yaratır. Her daim yanında olan hizmetkarları ile düşmanlara uzaktan saldırır."
"npc_dota_hero_faceless_void_hype"	"Faceless Void için zaman her şeydir. Bir yerden başka bir yere atılmak için zamanı hızlandırır, saldırılardan kaçmak için yavaşlatır, düşmanlarını perişan etmek için geniş bir alanda durdurur ve kasmak için yeterince zamanı olursa kendisini inanılmaz güçlü bir hale getirebilir."
"npc_dota_hero_huskar_hype"	"Huskar'ın canı azaldıkça düşmanlarını katletme yeteneği hatırı sayılır miktarda artar. Son yeteneği ile hem kendinin hem de düşmanının sağlığının bir kısmını yok ederken ölüme yaklaştığında alevli mızraklarını yıkıcı bir hızla fırlatabilir."
"npc_dota_hero_wisp_hype"	"Io dostlarını daha etkili kılma konusunda oldukça yeteneklidir. Güçlü bir yoldaş olan perinin bağı dostlarını hızlandırıp düşmanlarını yavaşlatır. Bir dostu ile bağ kurup savaş alanı boyunca ışınlanabilme yeteneği ile Io, tehlikeli bir dostu çok daha ölümcül yapabilir."
"npc_dota_hero_jakiro_hype"	"Jakiro kendinin en yakın arkadaşıdır. İkizler düşmanlarını ateş kullanarak cezalandırmakla yetinmeyip onları bir de oldukları yerde yanmaya zorlamak için dondurur. Rakipleri alev alev yanarken onlar dikkatlerini düşman yapılarına sıvı ateşleriyle muazzam hasar vermeye yönlendirir."
"DOTA_AbilityTooltip_Name"	"{s:name}"
"DOTA_AbilityTooltip_Level"	"Seviye {s:level}"
"DOTA_AbilityTooltip_TargetType"	"ETKİLER: {s:targettype}"
"DOTA_AbilityTooltip_CastType"	"YETENEK: {s:casttype}"
"DOTA_AbilityTooltip_DamageType"	"HASAR TÜRÜ: {s:damagetype}"
"DOTA_AbilityTooltip_SpellImmunityType"	"BÜYÜ BAĞIŞIKLIĞI: {s:spellimmunity}"
"DOTA_AbilityTooltip_Description"	"{s:description}"
"DOTA_AbilityTooltip_ScepterDescription"	"{s:scepterdescription}"
"DOTA_AbilityTooltip_ExtraDescription"	"{s:extradescription}"
"DOTA_AbilityTooltip_Attributes"	"{s:attributes}"
"DOTA_AbilityTooltip_Cooldown"	"{s:cooldown}"
"DOTA_AbilityTooltip_ManaCost"	"{s:manacost}"
"DOTA_AbilityTooltip_Lore"	"{s:lore}"
"DOTA_AbilityTooltip_UpgradeLevel"	"Sonraki Geliştirme İçin Kahraman Seviyesi {d:upgradelevel} Gerekli"
"DOTA_AbilityTooltip_BuildHeader"	"Yetenek Rehberi"
"DOTA_AbilityTooltip_BuildComment"	"{s:buildcomment}"
"DOTA_PersonaTooltip_Title"	"{g:dota_persona:account_id}"
"DOTA_PersonaTooltip_TitlePro"	"{g:dota_persona_pro:account_id}"
"DOTA_PendingInvites"	"Parti Davetleri"
"DOTA_PendingInvitesTooltip_None"	"Bekleyen davet yok"
"DOTA_PendingInvitesTooltip_1"	"1 bekleyen davet"
"DOTA_PendingInvitesTooltip_N"	"{d:pending_invite_count} bekleyen davet"
"DOTA_PendingInvitesTooltip_Leader"	"Davetleri yönetmek için tıkla."
"DOTA_PendingInvitesTooltip_NonLeader"	"Davetleri görüntülemek için tıkla."
"DOTA_PendingInvitesCancelAll"	"Bütün Davetleri İptal Et"
"DOTA_PendingInvitesNotPartyLeader"	"Sadece parti liderleri davetleri yönetebilir"
"DOTA_ChatTab_NotInChannelMessage"	"Seni kimse duymaz."
"DOTA_ChatTab_ToggleGlobal"	"Bu kanaldaki mesajları bütün sekmelerde göster."
"DOTA_ChatTab_Close"	"Bu sekmeyi kapat."
"DOTA_ChatTab_Leave"	"Bu kanaldan ayrıl."
"DOTA_JoinChatChannel_Title"	"Kanala Katıl"
"DOTA_JoinChatChannel_Description"	"Bir kanal sohbeti oluştur ya da katıl."
"DOTA_JoinChatChannel_AddToCurrentTab"	"Mevcut sekmeye ekle '{s:current_tab_name}'"
"DOTA_JoinChatChannel_CreateNewTab"	"Yeni bir sekme oluştur:"
"DOTA_Chat_ChannelName"	"{s:channel_name}"
"DOTA_Chat_ChannelMemberCount_Singular"	"1 Üye"
"DOTA_Chat_ChannelMemberCount_Plural"	"{d:channel_member_count} Üye"
"DOTA_EditChatTab_Title"	"Sohbet Sekmesini Değiştir"
"DOTA_EditChatTab_Description"	"Hangi sohbet mesajlarının bu sekmede görüneceğini seç."
"DOTA_EditChatTab_AddNewChannel"	"Yeni bir kanal ekle..."
"DOTA_EditChatTab_TabName"	"Sekme Adı:"
"DOTA_EditChatTab_ChannelToggleDisabled"	"{s:target} en az bir sekmede mutlaka olmalı."
"DOTA_EditChatTab_Target"	"{s:target}"
"DOTA_Chat_TimestampFormat"	"{t:t:timestamp}"
"DOTA_Chat_Autocomplete_Title"	"{s:autocomplete_title}"
"DOTA_Chat_Autocomplete_NoMatches"	"Eşleşme Yok"
"DOTA_Chat_Autocomplete_WhisperFriends"	"Bir Arkadaşına Fısılda"
"DOTA_Chat_Autocomplete_InviteFriends"	"Bir Arkadaşını Davet Et"
"DOTA_Chat_Autocomplete_Channels"	"Kanallar"
"DOTA_Chat_Autocomplete_Commands"	"Komutlar"
"DOTA_Chat_Autocomplete_CommandName"	"/{s:command_name}"
"DOTA_Chat_Autocomplete_CommandDescription"	"{s:command_description}"
"dota_suggest_invite_format"	"Lütfen {s:invite_persona} adlı oyuncuyu partiye davet edin."
"dota_suggest_invite_format_leader"	"Lütfen {s:invite_persona} adlı oyuncuyu partiye davet edin. ( <a href=\"event:DOTAInviteToParty({s:invite_persona_steamid})\" class=\"InviteButton\">Davet Gönder</a> )"
"dota_suggest_invite_format_lobby"	"Lüfen {s:invite_persona} adlı oyuncuyu lobiye davet edin."
"dota_suggest_invite_format_lobby_leader"	"Lütfen {s:invite_persona} adlı oyuncuyu lobiye davet edin. ( <a href=\"event:DOTAInviteToLobby({s:invite_persona_steamid})\" class=\"InviteButton\">Davet Gönder</a> )"
"DOTA_ChatMessage_Default"	"<span class=\"{s:target_class} {s:sender_class}\"><span class=\"ChatTarget\">(<a href=\"{s:target_link}\">{s:target}</a>)</span> <span class=\"ChatPersona\">[{s:event_crest}{s:persona}]</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_WhisperTo"	"<span class=\"{s:target_class} {s:sender_class}\"><span class=\"ChatPersona\">[{s:event_crest}{s:persona}]</span> adlı kullanıcıya: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_WhisperFrom"	"<span class=\"{s:target_class} {s:sender_class}\">Gönderen <span class=\"ChatPersona\">[{s:event_crest}{s:persona}]</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_System"	"<span class=\"{s:target_class} {s:sender_class}\"><span class=\"ChatTarget\">({s:target})</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatTarget_Format_Default"	"{s:target}"
"DOTA_ChatTarget_Prompt_Default"	"({s:target}):"
"DOTA_ChatTarget_Format_Whisper"	"{s:persona}"
"DOTA_ChatTarget_Prompt_Whisper"	"[{s:persona}] adlı kullanıcıya:"
"DOTA_ChatTarget_Party"	"Parti"
"DOTA_ChatTarget_Lobby"	"Lobi"
"DOTA_ChatTarget_Team"	"Takım"
"DOTA_ChatTarget_Guild"	"Lonca"
"DOTA_ChatTarget_Fantasy"	"Fantezi"
"DOTA_ChatTarget_Console"	"Konsol"
"DOTA_ChatTarget_Whisper"	"Fısılda"
"DOTA_ChatTarget_Invalid"	"Kanal Yok"
"DOTA_ChatTarget_GameAll"	"Tümü"
"DOTA_ChatTarget_GameAllies"	"Dostlar"
"DOTA_ChatTarget_GameCoaching"	"Koçluk"
"DOTA_ChatTarget_GameSpectator"	"İzleyici"
"DOTA_ChatTargetMenu_Title"	"{s:target}"
"DOTA_ChatTargetMenu_ToggleEnabled"	"{s:toggle_enabled}"
"DOTA_ChatTargetMenu_NotActive"	"(Aktif Değil)"
"DOTA_Chat_Placeholder"	"Sohbet için buraya yazın. Komutlar için '/' kullanın."
"DOTA_Chat_MissedMessages"	"{s:missed_message_count}"
"DOTA_ChatCommand_Party"	"p"
"DOTA_ChatCommand_Party_Name"	"Parti"
"DOTA_ChatCommand_Party_Description"	"Mevcut partinle sohbet et."
"DOTA_ChatCommand_Lobby"	"l"
"DOTA_ChatCommand_Lobby_Name"	"Lobi"
"DOTA_ChatCommand_Lobby_Description"	"Mevcut lobinle sohbet et."
"DOTA_ChatCommand_Channel"	"c"
"DOTA_ChatCommand_Channel_Name"	"Kanal"
"DOTA_ChatCommand_Channel_Description"	"Belirli bir sohbet kanalı ile sohbet et."
"DOTA_ChatCommand_Whisper"	"w"
"DOTA_ChatCommand_Whisper_Name"	"Fısılda"
"DOTA_ChatCommand_Whisper_Description"	"Bir arkadaşınıza özel olarak fısıldayın."
"DOTA_ChatCommand_Reply"	"r"
"DOTA_ChatCommand_Reply_Name"	"Yanıt"
"DOTA_ChatCommand_Reply_Description"	"Bir arkadaşınızdan özel olarak gönderilen fısıltıyı yanıtlayın."
"DOTA_ChatCommand_Help"	"?"
"DOTA_ChatCommand_Help_Name"	"Yardım"
"DOTA_ChatCommand_Help_Description"	"Sohbet komutları için yardımı göster."
"DOTA_ChatCommand_InviteToParty"	"partidaveti"
"DOTA_ChatCommand_InviteToParty_Name"	"Partiye davet et"
"DOTA_ChatCommand_InviteToParty_Description"	"Mevcut partine bir arkadaşını davet et."
"DOTA_ChatCommand_LeaveParty"	"partidenayrıl"
"DOTA_ChatCommand_LeaveParty_Name"	"Partiden ayrıl"
"DOTA_ChatCommand_LeaveParty_Description"	"Mevcut partinden ayrıl."
"DOTA_ChatCommand_JoinChannel"	"kanalakatıl"
"DOTA_ChatCommand_JoinChannel_Name"	"Kanala katıl"
"DOTA_ChatCommand_JoinChannel_Description"	"Bir kanala katıl ya da oluştur."
"DOTA_ChatCommand_LeaveChannel"	"kanaldanayrıl"
"DOTA_ChatCommand_LeaveChannel_Name"	"Kanaldan ayrıl"
"DOTA_ChatCommand_LeaveChannel_Description"	"Belirli bir sohbet kanalından ayrıl."
"DOTA_ChatCommand_GameAll"	"herkes"
"DOTA_ChatCommand_GameAll_Name"	"Herkes"
"DOTA_ChatCommand_GameAll_Description"	"Oyundaki bütün oyuncularla sohbet et."
"DOTA_ChatCommand_GameAllies"	"dostlar"
"DOTA_ChatCommand_GameAllies_Name"	"Dostlar"
"DOTA_ChatCommand_GameAllies_Description"	"Dostlarınla sohbet et."
"DOTA_ChatCommand_GameCoaching"	"koç"
"DOTA_ChatCommand_GameCoaching_Name"	"Koçluk"
"DOTA_ChatCommand_GameCoaching_Description"	"Öğrencin ya da koçunla sohbet et."
"DOTA_ChatCommand_GameSpectator"	"izleyici"
"DOTA_ChatCommand_GameSpectator_Name"	"İzleyici"
"DOTA_ChatCommand_GameSpectator_Description"	"Diğer izleyicilerle sohbet et."
"DOTA_ChatCommand_Clear"	"temizle"
"DOTA_ChatCommand_Clear_Name"	"Temizle"
"DOTA_ChatCommand_Clear_Description"	"Bu sekmedeki bütün görünür sohbetleri temizle."
"DOTA_Chat_UnknownCommandMessage"	"Bilinmeyen sohbet komutu '{s:chat_command}'"
"DOTA_ChatHelp_Targets"	"Hedefler"
"DOTA_ChatHelp_Commands"	"Komutlar"
"DOTA_ChatHelp_NameFormat"	"{s:command_name}:"
"DOTA_ChatHelp_CommandFormat"	"/{s:command}"
"DOTA_Chat_JoinedParty"	"Bir partiye katıldın: {s:party_members}"
"DOTA_Chat_LeftParty"	"Parti dağıldı."
"DOTA_Chat_MemberJoinedParty"	"Oyuncu partiye katıldı: {s:party_members}"
"DOTA_Chat_MemberLeftParty"	"Oyuncu partiyi terk etti: {s:party_members}"
"DOTA_Chat_InvitedToJoinParty"	"Davet edildi: {s:party_members}"
"DOTA_Chat_RequestedToJoinParty"	"Katılmak isteyen: {s:party_members}"
"DOTA_Chat_PartyMemberSeparator"	", "
"DOTA_Feature_Under_Construction_Title"	"Yapım Aşamasında"
"DOTA_Feature_Under_Construction_Text"	"Bu özellik yapım aşamasında ve henüz mevcut değil."
"DOTA_Treasure_Purchase_Under_Construction_Text"	"Bu hazineyi henüz satın alamazsın ancak Dota mağazasından satın alımlar desteklenmektedir. Mevcut eşya setlerinin listesini görmek için en sol taraftaki eşya setlerine bakın."
"DOTA_Marketplace_Purchase_Under_Construction_Text"	"Pazardan henüz satın alma yapamazsınız ancak Dota mağazasından satın alımlar desteklenmektedir. Mevcut eşya setlerinin listesini görmek için en sol taraftaki eşya setlerine bakın."
"DOTA_PartyJoinRequest_Title"	"Parti Daveti İsteği"
"DOTA_PartyJoinRequest_Description"	"{g:dota_persona:b:inviter} adlı oyuncu partinize katılmak istiyor."
"DOTA_PartyMergeRequest_Title"	"Parti Birleştirme İsteği"
"DOTA_PartyMergeRequest_Description"	"{g:dota_persona:b:inviter} adlı oyuncu partilerinin partinize katılmasını istiyor."
"DOTA_PartyMergeRequestLowPriWarning"	"Not: bu isteği kabul etmeniz partinizi düşük öncelikli statüsüne sokacaktır."
"DOTA_PartyInvite_Title"	"Parti Daveti"
"DOTA_Invite_IOfN"	"{d:received_invite_count} davetten {d:received_invite_index} tanesi"
"DOTA_PartyInvite_Description"	"{g:dota_persona:b:inviter} sizi bir partiye davet etti."
"DOTA_PartyInvite_LowPriority_Title"	"Düşük Öncelikli Parti Daveti"
"DOTA_PartyInvite_LowPriority_Description"	"{g:dota_persona:b:inviter} sizi düşük öncelikli bir partiye davet etti."
"DOTA_PartyInvite_BlockPartyLeader"	"{g:dota_persona:b:inviter} kişisinden gelen bütün iletişimi engelle"
"DOTA_LobbyInvite_BlockInviter"	"Bu oyuncudan gelen bütün iletişimi engelle"
"DOTA_PartyInvite_BlockNonFriendInvites"	"Arkadaş Listenizde olmayan oyunculardan gelen davetleri engelle"
"DOTA_PartyInvite_BlockNonFriendInvitesDescription"	"Seçenekler/Profil kısmındaki Ayarlar panelinden değiştirilebilir"
"DOTA_PartyInvite_Expired"	"İstek iptal edildi ya da artık geçerli değil."
"DOTA_PartyInvite_Coach"	"Koç:"
"DOTA_PartyVisTooltip_TitleOpen"	"Parti üyelerini arıyorsun"
"DOTA_PartyVisTooltip_TitleNotOpen"	"Parti üyelerini aramıyorsun"
"DOTA_PartyVisTooltip_SoloNotOpen"	"Durumunu değiştirmek için tıkla."
"DOTA_PartyVisTooltip_SoloOpen"	"Arkadaşlarınız size katılmak isteyebilir.<br/>Durumunu değiştirmek için tıkla."
"DOTA_PartyVisTooltip_LeaderOpen"	"Parti üyelerinin arkadaşlarından gelen katılma istekleri otomatik olarak kabul edilir.<br/>Açık Parti durumunuzu kapatmak için tıklayın."
"DOTA_PartyVisTooltip_LeaderOpenManualAccept"	"Parti üyelerinin arkadaşları size katılmak isteyebilir.<br/>Açık Parti durumunuzu kapatmak için tıklayın."
"DOTA_PartyVisTooltip_LeaderNotOpen"	"Parti üyelerinin arkadaşları size katılmak isteyebilir.<br/>Açık Parti durumunu ayarlamak için tıkla, arkadaşlarına gösterdiğin önemi artır."
"DOTA_PartyVisTooltip_NotOpenHidden"	"Gizlilik ayarlarınıza göre, bu partideki üyeliğinizi arkadaşlarınızdan gizliyorsunuz.<br/>Not: Diğer parti üyeleri partinin arkadaşları tarafından görülmesi ve partiye katılma talebi göndermesine izin verebilir."
"DOTA_PartyVisTooltip_NonLeaderOpen"	"Arkadaşlarından gelen isteklere katıl.<br/>Açık Parti durumunu kapatmak için tıkla."
"DOTA_PartyVisTooltip_NonLeaderNotOpen"	"Parti üyelerinin arkadaşları katılma isteği gönderebilir.<br/>Sadece parti lideri bu istekleri kabul edebilir.<br/>Açık Parti durumunu ayarlamak için tıklayın, görünürlük arkadaşlara yükseltilecek."
"DOTA_TogglePartyOpenMic_Tooltip"	"Partiye açık mikrofonu aç/kapa"
"DOTA_PartySettings"	"Parti ayarları"
"DOTA_PartySettings_OpenParty"	"Katılma istekleri için partiyi aç"
"DOTA_PartySettings_BroadcastToFriends"	"Partide olduğumu arkadaşlarıma göster"
"DOTA_PartySettings_OpenState_NotOpen"	"Parti lideri partiyi katılma isteklerine açık duruma getirmedi."
"DOTA_PartySettings_OpenState_NotOpenLeader"	"Bu parti katılma isteklerine açık değil."
"DOTA_PartySettings_OpenState_OpenButHiddenFromFriends"	"Bu parti katılma isteklerine açık. Partiyi arkadaşlarınıza duyurmuyorsunuz fakat diğer parti üyelerinin arkadaşlarına görünür olabilir."
"DOTA_PartySettings_OpenState_Open"	"Bu parti katılma isteklerine açık ve arkadaşlarınıza görünür durumda. Ayrıca diğer parti üyelerinin arkadaşlarına da görünür durumda olabilir."
"DOTA_LobbyInvite_Title"	"Lobi Daveti"
"DOTA_LobbyInvite_Description"	"{g:dota_persona:inviter} sizi bir lobiye davet etti."
"DOTA_PartyJoinedLobby_Title"	"Lobiye Katıldınız"
"DOTA_PartyJoinedLobby_Generic"	"{s:party_leader} sizi bir lobiye aldı."
"DOTA_PartyJoinedLobby_Custom"	"{s:party_leader} sizi bir {s:custom_game} lobisine aldı."
"DOTA_PartyLeader"	"Parti Lideri"
"DOTA_LobbyKicked_Header"	"Lobiden Atıldı"
"DOTA_LobbyKicked_Message"	"Lobi lideri tarafından oyun lobisinden atıldın."
"DOTA_PlayerContextMenu_ViewProfile"	"Profili görüntüle"
"DOTA_PlayerContextMenu_ChatWithPlayer"	"Mesaj Gönder"
"DOTA_PlayerContextMenu_InviteToParty"	"Partiye davet et"
"DOTA_PlayerContextMenu_SuggestInviteToParty"	"Partiye Davet Öner"
"DOTA_PlayerContextMenu_KickFromParty"	"Partiden at"
