"dota"
{
"DOTA_Accept"	"Akceptuj"
"npc_dota_hero_broodmother_hype"	"Chowając się, niewidzialna, w swoich sieciach, Broodmother daje życie całej armii pająków, które prowadzą siły jej drużyny w stronę bazy przeciwników. Dołącza ona do swoich dzieci, kiedy ofiara się zbliża, spowalnia wrogów obezwładniającymi ugryzieniami i pobłaża swojemu niezaspokojonemu głodowi."
"npc_dota_hero_centaur_hype"	"Centaur Warrunner jest mistrzem zarówno w zadawaniu, jak i w pochłanianiu obrażeń. Prowadząc szarżę w kierunku bitwy, ogłusza wrogów potężnymi tupnięciami i natychmiast kontruje każdy atak. Jego ostateczna umiejętność przyśpiesza sojuszników zarówno w walce, jak i ucieczce, zwiększając tempo rzezi."
"npc_dota_hero_chaos_knight_hype"	"Chaos Knight jest jednoosobowa armią. Może przyzwać kawalerię klonów, aby zdemolować umocnienia wrogów, a jeżeli pokaże się przeciwnik, może rozerwać rzeczywistość, aby przyciągnąć do wroga siebie i swoje iluzje - wystarczająco blisko, by zasypać jego głowę brutalnymi uderzeniami maczugą."
"npc_dota_hero_chen_hype"	"Nawracając leśne istoty ku swojej racji, Chen prowadzi swoje prowizoryczne armie, aby wspomagały go w walce. Atakuje przeciwników bestiami, jednocześnie wysyłając przyjaciół do bezpiecznej bazy. A potem, kiedy sprawy przybiorą mroczny obrót, leczy swoich sojuszników, nieważne, gdzie są."
"npc_dota_hero_clinkz_hype"	"Kiedy niewidzialny Clinkz grasuje na polu bitwy, nikt nie jest bezpieczny od zasadzki. Potrafi szybko biegać i wystrzeliwać strzały, zsyła płonącą zagładę na wrogów, a potem wycofuje się, aby wyssać życie z leśnych istot, przygotowując się do kolejnego natarcia."
"npc_dota_hero_rattletrap_hype"	"Rzucając się na wrogów za pomocą swojego łańcucha z hakiem, Clockwerk izoluje cele i sieje chaos dezorientującym szrapnelem. Przeczesując pole walki poręcznymi flarami, nigdy nie ma on problemu ze znalezieniem celów, w kierunku których może się wystrzelić."
"npc_dota_hero_crystal_maiden_hype"	"Potrafi stale zaopatrywać sojuszników w manę i spowalniać wrogów, aby zagwarantować zabójstwo - Crystal Maiden jest pomocnym dodatkiem do każdej drużyny. A kiedy nadarzy się okazja, może ona rozpętać swoją potężną umiejętność ostateczną, aby zdewastować swoich wrogów."
"npc_dota_hero_dark_seer_hype"	"Dark Seer, wszechstronny i strategiczny, świetnie sprawdza się w manipulowaniu pozycjami wrogów. Może wciągać wrogów w sam środek atakujących sojuszników albo obrócić siłę przeciwników przeciwko nim samym i wciągnąć ich w swoją replikującą ścianę."
"npc_dota_hero_dazzle_hype"	"Urodzony, aby wspierać swoje kohorty w walce, Dazzle trzyma zranionych sojuszników przy życiu, umożliwiając im zesłanie śmierci na wrogów. Jego dziwna magia wplata się w pobliskie pancerze, osłabiając wrogów i wzmacniając sojuszników."
"npc_dota_hero_death_prophet_hype"	"Kiedy uwolni swoją armię duchów, Death Prophet doskonale sprawdza się w demolowaniu tak przeciwników, jak ich umocnień. Kiedy prowadzi siły swojej drużyny w kierunku bazy wrogów, wysyłając szkodliwą falę za falą ze swojego roju, jej atak może wydawać się nie do zatrzymania."
"npc_dota_hero_disruptor_hype"	"Disruptor specjalizuje się w rujnowaniu planów swoich przeciwników. Przyzywa nieprzekraczalne płoty, aby uwięzić cele, jednocześnie zsyłając na nie uciszającą burzę, a jeśli wróg spróbuje czegoś niespodziewanego, Disruptor teleportuje go do jego poprzedniego miejsca przebywania."
"npc_dota_hero_doom_bringer_hype"	"Doom wyłącza swoich przeciwników; jak nie w ten sposób, to w inny. Pożera creepy, aby zdobyć ich przeróżne umiejętności, a swoją ostateczną umiejętnością może nałożyć długotrwałe uciszenie na czary i przedmioty wroga, jednocześnie go spalając."
"npc_dota_hero_dragon_knight_hype"	"Kiedy przybiera swoją przerażającą formę smoka, Dragon Knight sieje strach w sercach tych, którzy stają naprzeciwko niego. Silny i wszechstronny, może ogłuszać swoich wrogów i spalać wszystko przed sobą, często zapewniając swoim sojusznikom pęd, którego potrzebują, żeby poprowadzić ich do zwycięstwa."
"npc_dota_hero_drow_ranger_hype"	"Niewielu może uciec Drow Ranger, gdy znajdą się w jej zasięgu. Kiedy już uciszy swoich wrogów chłodnym uderzeniem, wykańcza ich zaporowym ogniem spowalniających, lodowych strzał, który mało kto przeżywa."
"npc_dota_hero_earth_spirit_hype"	"Earth Spirit utrzymuje swoich wrogów w chaosie, a swoich sojuszników przy życiu. Przystosowując się do dowolnej sytuacji w walce, może przemieszczać swoje kamienne statuy w tę i z powtotem, aby ranić wrogów, a także wyciągnąć sojusznika z samych szponów śmierci."
"npc_dota_hero_earthshaker_hype"	"Czy to blokując przeciwnikowi ucieczkę, dzieląc jego siły, czy roztrzaskując ziemię pod nogami zgromadzonych wrogów, Earthshaker sprawdza się najlepiej, kiedy uderza bez ostrzeżenia. Cokolwiek przeżyje jego trzęsienia ziemi, może w nagrodę dostać w twarz jego potężnym totemem."
"npc_dota_hero_elder_titan_hype"	"Wysyłając swojego gwiezdnego ducha na zwiady, Elder Titan może uderzyć z dowolnego kierunku. Zatrzymuje wrogów tupnięciem swojego kopyta, a sama jego obecność nadgryza ich opancerzenie, podczas gdy rozdziela ziemię na dwoje, by osłabić przeciwników."
"npc_dota_hero_ember_spirit_hype"	"Szybki i nieuchwytny, Ember Spirit uderze we wszystkich pobliskich wrogów bardzo szybkimi atakami i związuje ich płonącymi łańcuchami. Kiedy przebiega szybko po polu walki, aby dotrzeć do jednej ze swych eksplodujących podobizn, niewielu potrafi uciec przed jego płomieniem ani go okiełznać."
"npc_dota_hero_enchantress_hype"	"Szkodliwa z bliska i śmiertelna z daleka, Enchantress nadziewa wrogów na włócznie nasycone magią tak, aby zadawały tym więcej obrażeń, im dalej polecą. Czy to powodując potężne spowolnienia u swoich wrogów, czy czarując leśne istoty, aby walczyły u jej boku, nigdy nie brakuje jej narzędzi do wygrania walki."
"npc_dota_hero_enigma_hype"	"Ostateczna umiejętność Enigmy wielu spędza sen z powiek - może on przyzwać czarną dziurę, zdolną usidlić wrogie siły, aby jego sojusznicy mogli je wykończyć. Dzięki wiecznie obecnemu oddziałowi duchów u swego boku, zasypuje on wrogów atakami z daleka."
"npc_dota_hero_faceless_void_hype"	"Czas jest dla Faceless Voida wszystkim. Przyśpiesza czas, aby skakać między miejscami, manipuluje nim, aby unikać ataków, zatrzymuje na dużym obszarze, aby zniszczyć swoich wrogów, a kiedy znajdzie go wystarczająco dużo na zdobycie zasobów, może stać się niewyobrażalnie potężny."
"npc_dota_hero_gyrocopter_hype"	"Wraz ze swoim arsenałem broni w gotowości, Gyrocopter wlatuje wprost na pole bitwy. Uderzając w przeciwników strzałami ze swojego działa albo zasypując ich rakietowym ogniem zaporowym, a jeżeli dostanie wystarczająco czasu na zebranie swojej pełnej siły, z łatwością demoluje wrogów."
"npc_dota_hero_huskar_hype"	"Kiedy jego poziom zdrowia obniża się, zdolność Huskara do zabijania przeciwników znacznie wzrasta. Potrafi natychmiast zabrać zarówno sobie, jak i przeciwnikowi część zdrowia swoją ostateczną umiejętnością, a kiedy zbliży się do śmierci, może rzucać swoimi płonącymi włóczniami z niszczycielską szybkością."
"npc_dota_hero_invoker_hype"	"Ze swoim zawiłym arsenałem zaklęć do dyspozycji, Invoker może dostosować się do każdej sytuacji w walce. Każde ustawienie jego trzech składników zaklęć skutkuje utworzeniem jednego z dziesięciu zaklęć, co znaczy, że nigdy nie brakuje mu sposobów na zniszczenie jego wrogów albo ucieczkę przed nimi."
"npc_dota_hero_wisp_hype"	"Talentem Io jest zwiększanie efektywnosci swoich sojuszników. Jest potężnym towarzyszem, jego uwięź przyśpiesza sojuszników i zatrzymuje przeciwników. Dzięki swojej zdolności połączenia się z sojusznikiem i teleportowania się razem w inne miejsce na polu bitwy Io może uczynić niebezpiecznego bohatera jeszcze bardziej zabójczym."
"npc_dota_hero_jakiro_hype"	"Jakiro są swoim własnym najlepszym przyjacielem. Nie zadowala ich samo karanie wrogów ogniem, bliźniaki dodatkowo zamrażają ich w miejscu i zmuszają, by stali i płonęli. Kiedy przeciwnicy się palą, smoki zwracają się do wrogich umocnień i niszczą je swoim płynnym ogniem."
"npc_dota_hero_juggernaut_hype"	"Juggernaut wycina swoich wrogów w pień gradobiciem cięć. Wbiega i wiruje w kierunku walki, na nic nie zważając i nie otrzymując niemal żadnych obrażeń, kiedy już rozpocznie atak. Zatrzymanie Juggernauta może być czasem równie trudne, co przeżycie jego natarcia."
"npc_dota_hero_keeper_of_the_light_hype"	"Keeper of the Light to pomocny dodatek do każdej drużyny. Kontroluje manę zarówno swoich sojuszników, jak i przeciwników, bez problemu niszczy słabszych wrogów falami światła, a potem aktywuje swoją duchową formę, aby zebrać drużynę i rozpocząć natarcie."
"npc_dota_hero_kunkka_hype"	"Kunkka zawsze przewiduje, gdzie za chwilę udadzą się jego przeciwnicy. Może przyzwać gejzer wody albo widmowy wrak statku, aby zaatakować dane miejsce - jeżeli jego przewidywania będą trafne, nie będzie miał problemu w dokończeniu dzieła razem z sojusznikami."
"npc_dota_hero_legion_commander_hype"	"Maszerując przez pole walki, Legion Commander wyzywa samotnych przeciwników na pojedynki. Każde wyzwanie zakończone zwycięstwem zwiększa siłę jej ataków, aż w końcu staje się bezwzględną jednoosobową armią."
"npc_dota_hero_leshrac_hype"	"Leshrac swoimi potężnymi zaklęciami sieje spustoszenie wśród wrogów i rujnuje ich umocnienia. Kiedy naciera głęboko na terytorium wroga wraz ze swoim niszczycielskim dekretem, dobre wyczucie czasu pozwoli mu ogłuszyć wrogów swoją umiejętnością rozdzielania ziemi, pozwalając jego bezlitosnym sojusznikom na wykończenie przeciwników."
"npc_dota_hero_lich_hype"	"Dryfując od walki do walki i poświęcając creepy, aby zasilić swoje ataki, Lich zawsze jest gotów wspomóc przyjaznych bohaterów spowalniającym zimnem. Jeśli jego wrogowie będą na tyle głupi, by się zgrupować, jego odbijająca się ostateczna umiejętność przypieczętuje ich zgubę."
"npc_dota_hero_life_stealer_hype"	"Kiedy Lifestealer zbliży się do swojej ofiary, niewiele może ją uratować. Podróżując wewnątrz creepa albo wrogiego bohatera, kiedy zbliży się do wroga, eksploduje z ciała swojego nosiciela, zaskakując przeciwników i wbijając w nich swoje pazury."
"npc_dota_hero_lina_hype"	"Równie zabójcza, co krucha, Lina bez trudu powala każdego wroga na tyle głupiego, by dać się złapać w samotności. Zyskując szybkość ataku z każdym rzuconym zaklęciem, zajmuje się ona wrogami za pomocą płomieni i cieplnej błyskawicy, zapewniając, że niewielu może przeżyć jej natarcie."
"npc_dota_hero_lion_hype"	"Lion daje swoim przeciwnikom mało czasu na kontratak. Ogłusza cele szkodliwym szeregiem kolców albo tymczasowo zmienia je w nieszkodliwe zwierzątka - nawet jeżeli sama moc jego zaklęć nie wystarczy, on i jego sojusznicy będą mieli aż nadto czasu, by wykończyć wrogów."
"npc_dota_hero_lone_druid_hype"	"Walcząc u boku swojego potężnego niedźwiedzia, Lone Druid przynosi zgubę wrogim siłom i umocnieniom. Zmieniając według potrzeby ataki wręcz na dystansowe swoją transformacją, jeżeli dostanie wystarczająco czasu na umocnienie siebie i swojego towarzysza, nic nie będzie w stanie ich powstrzymać."
"npc_dota_hero_luna_hype"	"Wjeżdżając prędko do walki, Luna atakuje wrogów bronią, która może odbijać się między celami. Kiedy grozi jej niebezpieczeństwo, zsyła ona moc księżyca w postaci pojedynczej palącej wiązki światła albo całej ich serii, miażdżąc każdego, kto stanie jej na drodze."
"npc_dota_hero_lycan_hype"	"Jako człowiek i jako wilk Lycan atakuje przeciwników za pomocą ostrych pazurów i zabójczych szczęk. Przyzywa niezauważalne wilki, aby wysłać je na zwiady albo zaatakować wroga, a jego przemiana w wilka daje mu szybkość i siłę potrzebne do zniszczenia przeciwników albo ucieczki z zasadzki."
"npc_dota_hero_magnataur_hype"	"Wrogowie, którzy są na tyle niemądrzy, by zgromadzić się w jednym miejscu, szybko uczą się obawiać rogu Magnusa. Może zebrać pobliskich wrogów w jednym miejscu i tłuc ich wzmocnionymi atakami albo nadziać na swój róg i sprowadzić do swojej bezlitosnej drużyny."
"npc_dota_hero_medusa_hype"	"Kluczem do sukcesu Medusy jest nieprzerwany atak. Używając tarczy z many, aby uniknąć obrażeń, wystrzeliwuje rozdzielające się strzały, aby wysiec fale przeciwników. Kiedy zbierze pełną siłę, staje się na tyle potężna, by zatrzymać każdego śmiałka."
"npc_dota_hero_meepo_hype"	"Przyzywając aż do pięciu stałych kopii samego siebie, Meepo może walczyć na każdym froncie jednocześnie. Rozpościerając swoje klony po całym polu bitwy, po odnalezieniu wroga przyszpila go, zbiera się wokół niego za pomocą eksplodującego teleportu, a następnie zakopuje pozostałości."
"npc_dota_hero_mirana_hype"	"Kiedy celuje z daleka swoją zabójczą strzałą, Mirana musi zawsze być gotowa, by wskoczyć do walki. Jest w stanie ukryć swoich sojuszników przed oczami przeciwników, dzięki czemu jej drużyna może nieprzerwanie polować na wrogów."
"npc_dota_hero_morphling_hype"	"Zmieniając swoje atrybuty, aby zawsze pasowały do jego sytuacji, Morphling może być tak nieuchwytny, jak i zabójczy. Czy to jadąc na grzbiecie fali, by zaatakować przeciwnika od flanki, czy wzmacniając swoje zdrowie przed ucieczką w zwodniczą replikę, mało kto może liczyć na przyparcie Morphlinga do ściany."
"npc_dota_hero_naga_siren_hype"	"Wysyłając oddziały swoich lustrzanych odbić, by walczyły z jej wrogami, Naga Siren usidla i zabija przeciwników, kiedy prowadzi siły jej drużyny do zwycięstwa. Samym dźwiękiem swojego głosu wyłącza pobliskich przeciwników, aby przygotować zasadzkę albo stworzyć okazję do szybkiej ucieczki."
"npc_dota_hero_furion_hype"	"Czy to w wirze walki, czy zbierając zasoby do następnego natarcia, Nature's Prophet wydaje się być wszędzie. Teleportując się w dowolne miejsce o dowolnym czasie i natychmiastowo tworząc armię morderczych drzew, aby dla niego walczyły, atakuje tam, gdzie jego przeciwnicy najmniej się tego spodziewają."
"npc_dota_hero_necrolyte_hype"	"Tam, gdzie uda się Necrophos, jego wrogowie obumierają, a sojusznicy się rozwijają. Przywraca zdrowie swoim przyjaciołom i rani przeciwników każdym śmiertelnym impulsem, a kiedy sama jego obecność osłabiła już zdrowie przeciwnika, przyzywa on żniwiarza, aby przedłużyć jego pobyt w zaświatach."
"npc_dota_hero_night_stalker_hype"	"Kiedy słońce zachodzi, rozpoczyna się polowanie Night Stalkera. Szarżując przez cieniste lasy, łapie swoją ofiarę w spowalniającej pustce, rozdzierając ją na kawałki. Kiedy pojawi się zagrożenie wschodu słońca i końca jego panowania, może przyciemnić niebo, aby przedłużyć swój atak."
"npc_dota_hero_nyx_assassin_hype"	"Nyx Assassin bez przerwy poluje na delikatne cele. Przemykając niezauważalnie przez las, kiedy znajdzie swą ofiarę, rozdziera ją swoimi zabójczymi pazurami i nadziewa na ogłuszające kolce, po czym odwraca każdy kontratak na niekorzyść przeciwnika za pomocą swego odbijającego karapaksu."
"npc_dota_hero_ogre_magi_hype"	"Dzięki szansie na pomnożenie skutku każdego rzuconego zaklęcia odrobina szczęścia to wszystko, czego Ogre Magi potrzebuje, aby spalić przeciwników na popiół albo wzmocnić swoich sojuszników. Ale przecież, oczywiście, na szczęściu czasem ciężko polegać..."
"npc_dota_hero_omniknight_hype"	"Jako strażnik na linii frontu w walce Omniknight zawsze jest chętny na dołączenie do drużyny w walce. Czy to lecząc sojusznika zaklęciem, które rani też pobliskich wrogów, czy tłukąc przeciwnika swoim potężnym młotem, zawsze chroni swoich sojuszników od zguby."
"npc_dota_hero_oracle_hype"	"Przez ostrożne łączenie swoich zawiłych umiejętności Oracle ma kontrolę nad przeznaczeniem zarówno przyjaciół, jak i wrogów. Osłaniając rannych sojuszników swoją fałszywą obietnicą, może dać bohaterowi parę cennych sekund ochrony, aby zniszczyć przeciwnika, a nawet odwrócić marny los."
"npc_dota_hero_obsidian_destroyer_hype"	"Okradając umysły tych, których uwięzi, Outworld Devourer przemienia czystą inteligencję w niszczycielską siłę. Osłabiając przeciwników salwą tajemnej energii, druzgocze ich zdrowie psychiczne z pomocą swojego ostatecznego uderzenia, często usuwając manę tych, którzy przetrwają."
"npc_dota_hero_phantom_assassin_hype"	"Phantom Assassin atakuje kiedy tylko spostrzeże swą ofiarę. W mgnieniu oka zbliżając się do celu, z łatwością unika ataków, kiedy sama bezwzględnie wyrzyna sobie drogę do swojego wroga. Każdy z jej ataków bez ostrzeżenia może stać się tym ostatnim."
"npc_dota_hero_phantom_lancer_hype"	"Phantom Lancer szturmuje na siły wroga z pomocą nieskończonego zapasu klonów. Kierując swą złudną armią, może rozpłatać przeciwników w zapierającym dech w piersiach gradem ataków, wysłać klony, by nacierały na wrogie terytorium, bądź użyć swych podobizn, żeby zmylić i wyminąć wrogów, jeśli przyprą go do ściany."
"npc_dota_hero_phoenix_hype"	"Nurkując w środek bitwy, Phoenix spala wrogów i leczy sojuszników, używając promienia słonecznego ognia. Gdy nadejdzie właściwy moment, może stać się wypalającym słońcem, które spala wrogów w pobliżu, a następnie dokona ogłuszającego wybuchu, tym samym przywracając Phoenixa do pełni sił."
"npc_dota_hero_puck_hype"	"Puck ma talent do wyprowadzania wrogów w pole dzięki swojej złośliwej nieuchwytności. Poprzez teleportację do swojej zadającej obrażenia kuli, by pokonać niewielki dystans, atakuje wrogów chmurą uciszającego pyłu. Zanim wrogowie zdążą zareagować, Puck dawno już zniknął."
"npc_dota_hero_pudge_hype"	"Każdy dokładnie wymierzony rzut charakterystycznego haka Pudge'a zasiewa strach w sercach wrogów. Przyciągając swych przeciwników, by krajać ich swoimi nożami, dostaje dodatkowe zdrowie i obrażenia za każde zabójstwo, co pozwala mu szybko zostać niepowstrzymanym mordercą."
"npc_dota_hero_pugna_hype"	"Jako pomysłowy krętacz Pugna obraca siłę przeciwników przeciwko nim samym, gdy zmiata ich fortyfikacje. Gdy jego nether ward uderza we wrogów, którzy odważyli się rzucić zaklęcie, on sam wysysa z przeciwników życie, by być gotowym na następne starcie."
"npc_dota_hero_queenofpain_hype"	"Queen of Pain uderza bez ostrzeżenia, niszcząc skupionych razem przeciwników ogłuszającymi wrzaskami. Jeśli zdarzy się, że wróg przetrwa natarcie, spowolni go ciśniętym sztyletem przed skończeniem z nim."
"npc_dota_hero_razor_hype"	"Razor sunie do walki z zabójczą burzą na podorędziu. Rozciągający się pierścień naelektryzowanej plazmy smaży jego wrogów, a on sam łączy się ze swoimi przeciwnikami, by wyssać z nich siłę i użyć jej przeciwko nim."
"npc_dota_hero_riki_hype"	"Riki skrada się przez pole bitwy, niewidzialny dla nieprzyjaciela. Ostrożnie wybiera moment i ujawnia się w chmurze uciszającego dymu, dźgnięciem zabijając wrogów, zanim zdążą zauważyć, że tu jest."
"npc_dota_hero_rubick_hype"	"Zawsze wypatrując nowego zaklęcia do ukradzenia, Rubick jest gotów obrócić najbardziej wyjątkowe cechy bohaterów przeciwko nim samym. Posyłając wrogów w powietrze, by cisnąć nimi w wybrane miejsce, nie ma problemów z sianiem chaosu między nieuważnymi przeciwnikami."
"npc_dota_hero_sand_king_hype"	"Niewielu jest w stanie przetrwać zasadzkę Sand Kinga. Niszcząc wszystko dookoła falami śmiertelnych wibracji ze swojej umiejętności ostatecznej, unika kontrataków, ukrywając się w oczyszczających porywach piasku i ogłusza wrogów, atakując ich spod ziemi."
"npc_dota_hero_shadow_demon_hype"	"Niewielu odważy się podejść do Shadow Demona, który rozpyla chmury demonicznej trucizny celem ranienia wrogów lub dokonania zwiadu pola walki. Wypędzając wroga, podczas gdy sojusznicy szykują się do zabójstwa, jest w stanie nakładać demoniczne klątwy, a także przyzywa zdradzieckie iluzje, by obrócić siłę wrogów przeciwko nim samym."
"npc_dota_hero_nevermore_hype"	"Chwytając dusze po każdym dokonanym przez siebie zabójstwie, Shadow Fiend ciągle rośnie w siłę. Każde natarcie, każde dokładnie wymierzone zrównanie, które zabije wroga, zbliża go do uwolnienia zebranych dusz w zabójczej eksplozji oczyszczającej energii."
"npc_dota_hero_shadow_shaman_hype"	"Shadow Shaman szybko oczyszcza dla swojej drużyny drogę do bazy wroga. Atakując wrogów rażącymi zaklęciami i przeszkadzając napastnikom za pomocą klątw, jego potężne serpent wardy z łatwością niszczą obronę wrogów."
"npc_dota_hero_silencer_hype"	"Silencer zmienia przebieg każdej bitwy, gdy uniemożliwia wrogom korzystanie z umiejętności. Kiedy tnie wrogów na plasterki swoimi glewiami, kradnie im inteligencję i dodaje do swojej, gwarantując, że wrogowie zawsze będą na przegranej pozycji."
"npc_dota_hero_skywrath_mage_hype"	"Zabójczy i zarazem niezbyt wytrzymały, Skywrath Mage błyskawicznie niszczy swoich wrogów salwami potężnej magii. Ucisza nieprzyjaciół i zwiększa obrażenia od zaklęć, dzięki czemu nie ma problemu ze zmieceniem każdego, kto stanie mu na drodze."
