"dota"
{
"DOTA_Accept"	"Αποδοχή"
"npc_dota_hero_sven_hype"	"Ο Sven ανυπομονεί πάντα να ορμήσει μέσα στη μάχη. Σαστίζει ομαδοποιημένους εχθρούς καθώς προχωράει στη μάχη, και μόλις ενεργοποιήσει την απόλυτη ικανότητά του, μερικά χτυπήματα του ογκώδους σπαθιού του είναι αρκετά πολλές φορές για να σφάξει τους εχθρούς του."
"DOTA_AbilityTooltip_Name"	"{s:name}"
"DOTA_AbilityTooltip_Level"	"Επίπεδο {s:level}"
"DOTA_AbilityTooltip_TargetType"	"ΕΠΗΡΕΑΖΕΙ: {s:targettype}"
"DOTA_AbilityTooltip_CastType"	"ΙΚΑΝΟΤΗΤΑ: {s:casttype}"
"DOTA_AbilityTooltip_DamageType"	"ΤΥΠΟΣ ΖΗΜΙΑΣ: {s:damagetype}"
"DOTA_AbilityTooltip_SpellImmunityType"	"ΜΑΓΙΚΗ ΑΠΡΟΣΒΛΗΤΟΤΗΤΑ: {s:spellimmunity}"
"DOTA_AbilityTooltip_Description"	"{s:description}"
"DOTA_AbilityTooltip_ScepterDescription"	"{s:scepterdescription}"
"DOTA_AbilityTooltip_ExtraDescription"	"{s:extradescription}"
"DOTA_AbilityTooltip_Attributes"	"{s:attributes}"
"DOTA_AbilityTooltip_Cooldown"	"{s:cooldown}"
"DOTA_AbilityTooltip_ManaCost"	"{s:manacost}"
"DOTA_AbilityTooltip_Lore"	"{s:lore}"
"DOTA_AbilityTooltip_UpgradeLevel"	"Αναβάθμιση σε επίπεδο ήρωα {d:upgradelevel}"
"DOTA_AbilityTooltip_BuildHeader"	"Οδηγός ικανοτήτων"
"DOTA_AbilityTooltip_BuildComment"	"{s:buildcomment}"
"DOTA_PersonaTooltip_Title"	"{g:dota_persona:account_id}"
"DOTA_PersonaTooltip_TitlePro"	"{g:dota_persona_pro:account_id}"
"DOTA_PendingInvites"	"Προσκλήσεις παρέας"
"DOTA_PendingInvitesTooltip_None"	"Καμία πρόσκληση σε εκκρεμότητα"
"DOTA_PendingInvitesTooltip_1"	"1 πρόσκληση σε εκκρεμότητα"
"DOTA_PendingInvitesTooltip_N"	"{d:pending_invite_count} προσκλήσεις σε εκκρεμότητα"
"DOTA_PendingInvitesTooltip_Leader"	"Πατήστε για διαχείριση των προσκλήσεων."
"DOTA_PendingInvitesTooltip_NonLeader"	"Πατήστε για προβολή των προσκλήσεων."
"DOTA_PendingInvitesCancelAll"	"Ακύρωση όλων των προσκλήσεων"
"DOTA_PendingInvitesNotPartyLeader"	"Μόνο ο αρχηγός της παρέας μπορεί να διαχειριστεί τις προσκλήσεις"
"DOTA_ChatTab_NotInChannelMessage"	"Κανείς δεν σας ακούει."
"DOTA_ChatTab_ToggleGlobal"	"Εμφάνιση μηνυμάτων από αυτό το κανάλι σε όλες τις καρτέλες."
"DOTA_ChatTab_Close"	"Κλείσιμο καρτέλας."
"DOTA_ChatTab_Leave"	"Αποχώρηση από κανάλι."
"DOTA_JoinChatChannel_Title"	"Σύνδεση σε κανάλι"
"DOTA_JoinChatChannel_Description"	"Δημιουργία ή σύνδεση σε κανάλι συνομιλίας."
"DOTA_JoinChatChannel_AddToCurrentTab"	"Προσθήκη στην τρέχουσα καρτέλα «{s:current_tab_name}»"
"DOTA_JoinChatChannel_CreateNewTab"	"Δημιουργία νέας καρτέλας:"
"DOTA_Chat_ChannelName"	"{s:channel_name}"
"DOTA_Chat_ChannelMemberCount_Singular"	"1 Μέλος"
"DOTA_Chat_ChannelMemberCount_Plural"	"{d:channel_member_count} μέλη"
"DOTA_EditChatTab_Title"	"Τροποποίηση καρτέλας συνομιλίας"
"DOTA_EditChatTab_Description"	"Επιλέξτε ποια μηνύματα θέλετε να εμφανίζονται σε αυτή την καρτέλα."
"DOTA_EditChatTab_AddNewChannel"	"Προσθήκη νέου καναλιού..."
"DOTA_EditChatTab_TabName"	"Όνομα καρτέλας:"
"DOTA_EditChatTab_ChannelToggleDisabled"	"Το {s:target} πρέπει να είναι τουλάχιστον σε μια καρτέλα."
"DOTA_EditChatTab_Target"	"{s:target}"
"DOTA_Chat_TimestampFormat"	"{t:t:timestamp}"
"DOTA_Chat_Autocomplete_Title"	"{s:autocomplete_title}"
"DOTA_Chat_Autocomplete_NoMatches"	"Χωρίς αγώνες"
"DOTA_Chat_Autocomplete_WhisperFriends"	"Αποστολή ιδιωτικού μηνύματος σε φίλο"
"DOTA_Chat_Autocomplete_InviteFriends"	"Πρόσκληση φίλου"
"DOTA_Chat_Autocomplete_Channels"	"Κανάλια"
"DOTA_Chat_Autocomplete_Commands"	"Εντολές"
"DOTA_Chat_Autocomplete_CommandName"	"/{s:command_name}"
"DOTA_Chat_Autocomplete_CommandDescription"	"{s:command_description}"
"dota_suggest_invite_format"	"Προσκαλέστε τον %s1 στην παρέα."
"dota_suggest_invite_format_leader"	"Προσκαλέστε τον {s:invite_persona} στην παρέα. ( <a href=\"event:DOTAInviteToParty({s:invite_persona_steamid})\" class=\"InviteButton\">Αποστολή πρόσκλησης</a> )"
"dota_suggest_invite_format_lobby"	"Προσκαλέστε τον {s:invite_persona} στο λόμπι."
"dota_suggest_invite_format_lobby_leader"	"Προσκαλέστε τον {s:invite_persona} στο λόμπι. ( <a href=\"event:DOTAInviteToLobby({s:invite_persona_steamid})\" class=\"InviteButton\">Αποστολή πρόσκλησης</a> )"
"DOTA_ChatMessage_Default"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatTarget\">(<a href=\"{s:target_link}\">{s:target}</a>)</span> <span class=\"ChatPersona\">{s:event_crest}{s:persona}</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_WhisperTo"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\">Προς <span class=\"ChatPersona\">{s:event_crest}{s:persona}</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_WhisperFrom"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\">Από <span class=\"ChatPersona\">{s:event_crest}{s:persona}</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_System"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatTarget\">({s:target})</span>: {g:dota_filtered_string:message}</span>"
"DOTA_ChatTarget_Format_Default"	"{s:target}"
"DOTA_ChatTarget_Prompt_Default"	"Προς ({s:target}):"
"DOTA_ChatTarget_Format_Whisper"	"{s:persona}"
"DOTA_ChatTarget_Prompt_Whisper"	"Προς [{s:persona}]:"
"DOTA_ChatTarget_Party"	"Παρέα"
"DOTA_ChatTarget_Lobby"	"Λόμπι"
"DOTA_ChatTarget_Team"	"Ομάδα"
"DOTA_ChatTarget_Guild"	"Σύλλογος"
"DOTA_ChatTarget_Fantasy"	"Εικονικό"
"DOTA_ChatTarget_Console"	"Κονσόλα"
"DOTA_ChatTarget_Whisper"	"Ιδιωτικό μήνυμα"
"DOTA_ChatTarget_Invalid"	"Χωρίς κανάλι"
"DOTA_ChatTarget_GameAll"	"Όλα"
"DOTA_ChatTarget_GameAllies"	"Σύμμαχοι"
"DOTA_ChatTarget_GameCoaching"	"Καθοδήγηση"
"DOTA_ChatTarget_GameSpectator"	"Θεατής"
"DOTA_ChatTargetMenu_Title"	"{s:target}"
"DOTA_ChatTargetMenu_ToggleEnabled"	"{s:toggle_enabled}"
"DOTA_ChatTargetMenu_NotActive"	"(Μη ενεργό)"
"DOTA_Chat_Placeholder"	"Πληκτρολογήστε εδώ για να μιλήσετε. Χρησιμοποιήστε το «/» για εντολές."
"DOTA_Chat_MissedMessages"	"{s:missed_message_count}"
"DOTA_ChatCommand_Party"	"p"
"DOTA_ChatCommand_Party_Name"	"Παρέα"
"DOTA_ChatCommand_Party_Description"	"Συνομιλία με την τρέχουσα παρέα σας."
"DOTA_ChatCommand_Lobby"	"l"
"DOTA_ChatCommand_Lobby_Name"	"Λόμπι"
"DOTA_ChatCommand_Lobby_Description"	"Συνομιλία με το τρέχον λόμπι."
"DOTA_ChatCommand_Channel"	"c"
"DOTA_ChatCommand_Channel_Name"	"Κανάλι"
"DOTA_ChatCommand_Channel_Description"	"Συνομιλία με ένα συγκεκριμένο κανάλι."
"DOTA_ChatCommand_Whisper"	"w"
"DOTA_ChatCommand_Whisper_Name"	"Ιδιωτικό μήνυμα"
"DOTA_ChatCommand_Whisper_Description"	"Αποστολή ιδιωτικού μηνύματος σε φίλο."
"DOTA_ChatCommand_Reply"	"r"
"DOTA_ChatCommand_Reply_Name"	"Απάντηση"
"DOTA_ChatCommand_Reply_Description"	"Απαντήστε σε ένα ιδιωτικό μήνυμα που στάλθηκε από έναν φίλο."
"DOTA_ChatCommand_Help"	"?"
"DOTA_ChatCommand_Help_Name"	"Βοήθεια"
"DOTA_ChatCommand_Help_Description"	"Προβολή βοήθειας για τις εντολές συνομιλίας."
"DOTA_ChatCommand_InviteToParty"	"partyinvite"
"DOTA_ChatCommand_InviteToParty_Name"	"Πρόσκληση σε παρέα"
"DOTA_ChatCommand_InviteToParty_Description"	"Προσκαλέστε έναν φίλο να συνδεθεί στην παρέα σας."
"DOTA_ChatCommand_LeaveParty"	"leaveparty"
"DOTA_ChatCommand_LeaveParty_Name"	"Έξοδος από παρέα"
"DOTA_ChatCommand_LeaveParty_Description"	"Αποχώρηση από την τρέχουσα παρέα σας."
"DOTA_ChatCommand_JoinChannel"	"joinchannel"
"DOTA_ChatCommand_JoinChannel_Name"	"Σύνδεση σε κανάλι"
"DOTA_ChatCommand_JoinChannel_Description"	"Συνδεθείτε ή δημιουργήστε κανάλι συνομιλίας."
"DOTA_ChatCommand_LeaveChannel"	"leavechannel"
"DOTA_ChatCommand_LeaveChannel_Name"	"Αποχώρηση από κανάλι"
"DOTA_ChatCommand_LeaveChannel_Description"	"Αποχώρηση από συγκεκριμένο κανάλι συνομιλίας."
"DOTA_ChatCommand_GameAll"	"all"
"DOTA_ChatCommand_GameAll_Name"	"Όλοι"
"DOTA_ChatCommand_GameAll_Description"	"Συνομιλήστε με όλους τους παίκτες στο παιχνίδι."
"DOTA_ChatCommand_GameAllies"	"allies"
"DOTA_ChatCommand_GameAllies_Name"	"Σύμμαχοι"
"DOTA_ChatCommand_GameAllies_Description"	"Συνομιλήστε με τους συμμάχους σας."
"DOTA_ChatCommand_GameCoaching"	"καθοδηγητής"
"DOTA_ChatCommand_GameCoaching_Name"	"Καθοδήγηση"
"DOTA_ChatCommand_GameCoaching_Description"	"Συνομιλήστε με τον μαθητή ή τον καθοδηγητή σας."
"DOTA_ChatCommand_GameSpectator"	"θεατής"
"DOTA_ChatCommand_GameSpectator_Name"	"Θεατής"
"DOTA_ChatCommand_GameSpectator_Description"	"Συνομιλήστε με τους άλλους θεατές."
"DOTA_ChatCommand_Clear"	"εκκαθάριση"
"DOTA_ChatCommand_Clear_Name"	"Εκκαθάριση"
"DOTA_ChatCommand_Clear_Description"	"Εκκαθάριση της ορατής συνομιλίας στην καρτέλα."
"DOTA_Chat_UnknownCommandMessage"	"Άγνωστη εντολή «{s:chat_command}»"
"DOTA_ChatHelp_Targets"	"Στόχοι"
"DOTA_ChatHelp_Commands"	"Εντολές"
"DOTA_ChatHelp_NameFormat"	"{s:command_name}:"
"DOTA_ChatHelp_CommandFormat"	"/{s:command}"
"DOTA_Chat_JoinedParty"	"Συνδεθήκατε σε παρέα: {s:party_members}"
"DOTA_Chat_LeftParty"	"Η παρέα διαλύθηκε."
"DOTA_Chat_MemberJoinedParty"	"Παίκτης συνδέθηκε στην παρέα: {s:party_members}"
"DOTA_Chat_MemberLeftParty"	"Παίκτης αποχώρησε από την παρέα: {s:party_members}"
"DOTA_Chat_InvitedToJoinParty"	"Προσκλήθηκαν: {s:party_members}"
"DOTA_Chat_RequestedToJoinParty"	"Ζήτησε να συνδεθεί: {s:party_members}"
"DOTA_Chat_PartyMemberSeparator"	", "
"DOTA_Feature_Under_Construction_Title"	"Υπό κατασκευή"
"DOTA_Feature_Under_Construction_Text"	"Αυτή η λειτουργία βρίσκεται υπό κατασκευή και δεν είναι διαθέσιμη ακόμα."
"DOTA_Treasure_Purchase_Under_Construction_Text"	"Οι αγορές θησαυρών δεν είναι ακόμα διαθέσιμες, ωστόσο αγορές από το κατάστημα Dota υποστηρίζονται. Δείτε σετ αντικειμένων στην αριστερή πλευρά της διαθέσιμης λίστας σετ αντικειμένων."
"DOTA_Marketplace_Purchase_Under_Construction_Text"	"Οι αγορές από την Αγορά δεν είναι ακόμα διαθέσιμες, ωστόσο αγορές από το κατάστημα Dota υποστηρίζονται. Δείτε σετ αντικειμένων στην αριστερή πλευρά της διαθέσιμης λίστας σετ αντικειμένων."
"DOTA_PartyJoinRequest_Title"	"Αίτημα προσχώρησης σε παρέα"
"DOTA_PartyJoinRequest_Description"	"Ο {g:dota_persona:b:inviter} ζητάει να προσχωρήσει στην παρέα σας."
"DOTA_PartyMergeRequest_Title"	"Αίτημα συγχώνευσης παρέας"
"DOTA_PartyMergeRequest_Description"	"Ο {g:dota_persona:b:inviter} ζητάει η παρέα του να προσχωρήσει στη δική σας."
"DOTA_PartyMergeRequestLowPriWarning"	"Σημείωση: η αποδοχή του αιτήματος θα κληροδοτήσει στην παρέα σας κατάσταση χαμηλής προτεραιότητας."
"DOTA_PartyInvite_Title"	"Πρόσκληση σε παρέα"
"DOTA_Invite_IOfN"	"{d:received_invite_index} από {d:received_invite_count}"
"DOTA_PartyInvite_Description"	"Ο {g:dota_persona:b:inviter} σας προσκάλεσε σε παρέα."
"DOTA_PartyInvite_LowPriority_Title"	"Πρόσκληση σε παρέα χαμηλής προτεραιότητας"
"DOTA_PartyInvite_LowPriority_Description"	"Ο {g:dota_persona:b:inviter} σας προσκάλεσε σε παρέα χαμηλής προτεραιότητας."
"DOTA_PartyInvite_BlockPartyLeader"	"Αποκλεισμός κάθε επικοινωνίας με {g:dota_persona:b:inviter}"
"DOTA_LobbyInvite_BlockInviter"	"Αποκλεισμός κάθε επικοινωνίας με αυτόν τον παίκτη"
"DOTA_PartyInvite_BlockNonFriendInvites"	"Αποκλεισμός προσκλήσεων από παίκτες εκτός λίστας φίλων"
"DOTA_PartyInvite_BlockNonFriendInvitesDescription"	"Μπορεί να εναλλαχθεί στις Επιλογές/Προφίλ του παραθύρου ρυθμίσεων"
"DOTA_PartyInvite_Expired"	"Το αίτημα ακυρώθηκε ή δεν είναι έγκυρο πλέον."
"DOTA_PartyInvite_Coach"	"Καθοδηγητής:"
"DOTA_PartyVisTooltip_TitleOpen"	"Αναζητεί μέλη παρέας"
"DOTA_PartyVisTooltip_TitleNotOpen"	"Δεν αναζητεί μέλη παρέας"
"DOTA_PartyVisTooltip_SoloNotOpen"	"Πατήστε για να αλλάξετε την κατάστασή σας."
"DOTA_PartySettings"	"Επιλογές παρέας"
"DOTA_LobbyInvite_Title"	"Πρόσκληση λόμπι"
"DOTA_LobbyInvite_Description"	"Ο {g:dota_persona:inviter} σας προσκάλεσε σε λόμπι."
"DOTA_PartyJoinedLobby_Generic"	"Ο {s:party_leader} σας μετακίνησε σε λόμπι."
"DOTA_PartyJoinedLobby_Custom"	"Ο {s:party_leader} σας μετακίνησε σε λόμπι {s:custom_game}."
"DOTA_PartyLeader"	"Αρχηγός παρέας"
"DOTA_LobbyKicked_Header"	"Διώξιμο από το λόμπι"
"DOTA_LobbyKicked_Message"	"Ο υπεύθυνος παιχνιδιού σας έδιωξε από το λόμπι."
"DOTA_PlayerContextMenu_ViewProfile"	"Προβολή προφίλ"
"DOTA_PlayerContextMenu_ChatWithPlayer"	"Αποστολή μηνύματος"
"DOTA_PlayerContextMenu_InviteToParty"	"Πρόσκληση σε παρέα"
"DOTA_PlayerContextMenu_SuggestInviteToParty"	"Πρόταση πρόσκλησης σε παρέα"
"DOTA_PlayerContextMenu_KickFromParty"	"Διώξιμο από παρέα"
"DOTA_PlayerContextMenu_SetPartyLeader"	"Ορισμός αρχηγού παρέας"
"DOTA_PlayerContextMenu_LeaveParty"	"Έξοδος από παρέα"
"DOTA_PlayerContextMenu_CoachParty"	"Καθοδήγηση παρέας"
"DOTA_PlayerContextMenu_StopCoachingParty"	"Διακοπή καθοδήγησης παρέας"
"DOTA_PlayerContextMenu_AddFriend"	"Προσθήκη φίλου"
"DOTA_PlayerContextMenu_RemoveFriend"	"Αφαίρεση φίλου"
"DOTA_PlayerContextMenu_AcceptFriendRequest"	"Αποδοχή αιτήματος φιλίας"
"DOTA_PlayerContextMenu_IgnoreFriendRequest"	"Αγνόηση αιτήματος φιλίας"
"DOTA_PlayerContextMenu_Spectate"	"Παρακολούθηση παιχνιδιού"
"DOTA_PlayerContextMenu_InviteToLobby"	"Πρόσκληση στο λόμπι"
"DOTA_PlayerContextMenu_SuggestInviteToLobby"	"Πρόταση πρόσκλησης σε λόμπι"
"DOTA_PlayerContextMenu_KickFromLobby"	"Διώξιμο από το λόμπι"
"DOTA_PlayerContextMenu_KickFromLobbyTeam"	"Διώξιμο από το ομαδικό λόμπι"
"DOTA_FeaturedHero_UnableToLoad"	"Αδυναμία φόρτωσης προαβαλλόμενων ηρώων."
"DOTA_FeaturedHero_ViewGrid"	"Προβολή πλέγματος"
"DOTA_FeaturedHero_HeroName"	"{s:hero_name}"
"DOTA_FeaturedHero_ItemName"	"{g:dota_item_name:item_def}"
"DOTA_FeaturedHeroReason_NewItem"	"Νέο {s:item_rarity}"
"DOTA_FeaturedHeroReason_FrequentlyPlayedHero"	"Επειδή παίξατε"
"DOTA_FeaturedHeroReason_FeaturedItem"	"Προβαλλόμενο αντικείμενο"
"DOTA_FeaturedHeroReason_PopularItem"	"Κορυφαίος πωλητής"
"DOTA_FeaturedHeroReason_SaleItem"	"Σε προσφορά"
"DOTA_NewFeaturedHero_WinterWyvern"	"Με έναν ψυχρό αέρα, το Eldwurm έρχεται."
"DOTA_HeroSelectorCategory_Default"	"Όλοι οι ήρωες"
"DOTA_HeroSelectorCategory_NewItems"	"Νέα αντικείμενα"
"DOTA_HeroSelectorCategory_Favorites"	"Αγαπημένα"
"DOTA_HeroSelectorCategory_HaveItems"	"Έχω αντικείμενα για"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Strength"	"Δύναμη"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Agility"	"Σβελτάδα"
"DOTA_HeroSelectorCategory_PrimaryAttribute_Intelligence"	"Ευφυΐα"
"DOTA_HeroSelectorCategory_AttackRange_Melee"	"Εξ επαφής"
"DOTA_HeroSelectorCategory_AttackRange_Ranged"	"Μακρινή επίθεση"
"DOTA_HeroSelector_SelectHero_Label"	"Επιλογή"
"DOTA_HeroSelector_ClearFilters"	"Εκκαθάριση φίλτρων"
"DOTA_OwnedItemSet_Selector_Title"	"Στην κατοχή"
