"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Kvarten"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quintessa_3"		"Bror."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quartero_3"		"Akkurat."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_10"		"Vi møtes sør for Galdrons sted når den ødelagte månen har stått opp for tredje gang."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_11"		"Det er noe jeg må ha først."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-200__title_0"		"Antikvitet 200"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-200_Quartero_0"		"Du ... TULLER ... ikke sant? Nivå 200? Hvordan klarte du ... hvordan klarte du det? Den går bare til nivå 100! Det er der den stoppet! Du er en maskin, vet du det? Jeg er imponert. Jeg er HINSIDES imponert. Herregud."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-300__title_0"		"Antikvitet 300"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-300_Quartero_0"		"Nivå 300? Det er ... helt uHØRT. Jeg har aldri ... Jeg fatter ikke ... Hvor god ER du i dette spillet? Du må bare være ... (Plystrer) Kan jeg ... kan jeg få autografen din? Den er ikke for meg, men for søsteren min, Jolixia, hun er en STOR fan."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01__title_0"		"Antikvitetsintro"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_0"		"Velkommen tilbake til Kvartens kuriositeter! Den kvartalsvise ... kvartalaktige?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_1"		"Hvem prøver jeg å lure. Dette er Valve, den VANLIGE funksjonen der jeg gir deg nye gjenstandssett og sjanser på klassiske antikviteter, helt gratis, og alt dette for å gjøre det du gjør best: spille Dota."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_2"		"Å! La meg kjapt sjekke med laget og se om det er noen nye kunngjøringer for denne sesongen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_3"		"Å, her ja: «duplikatvern!»"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_4"		"Noen ganger når du får fem antikvitetsalternativer, kan to av dem være like."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_5"		"Det fikset de visstnok. Godt jobbet, alle sammen. Noe annet?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_6"		"Til sist: Åpenbart har enkelte av dere spilt såpass lenge at dere eier ... MYE greier."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_7"		"Så iblant eier du allerede alt når du trekker antikviteter."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_8"		"Det er ikke så mye vi kan gjøre med den saken, med mindre du vil at vi skal begynne å slette ting i lageret for å få spenningen tilbake."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_antique-01_Quartero_9"		"Nei, jeg tenkte meg det. Uansett, nå får du skår."
	"DOTA_VisualNovel_seasonal_summer_2026_Actor_Quartero"		"Kvarten"
	"DOTA_VisualNovel_seasonal_summer_2026_Actor_Quintessa"		"Kvintessa"
	"DOTA_VisualNovel_seasonal_summer_2026_Actor_QuarteroAndQuintessa"		"Kvarten og Kvintessa"
	"DOTA_VisualNovel_seasonal_summer_2026_Actor_Galdron"		"Galdron"
	"DOTA_VisualNovel_seasonal_summer_2026_Actor_Sextus"		"Blake Sextus"
	"DOTA_VisualNovel_seasonal_summer_2026_Heading_itemset-01"		"Golden Orbweaver"
	"DOTA_VisualNovel_seasonal_summer_2026_Heading_itemset-02"		"Amber Apis"
	"DOTA_VisualNovel_seasonal_summer_2026_Heading_itemset-03"		"Venomous Vestments"
	"DOTA_VisualNovel_seasonal_summer_2026_Heading_itemset-04"		"Poisonous Prelate"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_0"		"Helten! Du fant oss! Å, du er et kjærkomment syn."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_1"		"Jeg har ventet på at du skulle dukke opp. Kvintessa og Blake er lenger framme og ser etter en vei inn i obelisken."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_2"		"Jeg prøvde å gi DEM gjenstandssett mens du var borte, men det er som om forbannelsen VET at de ikke er heroiske nok."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_3"		"Nei, hvis noen skal få fantastiske gjenstandssett, helt gratis, bare for å puste, må det nok være deg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_4"		"Apropos. La oss se hva jeg har i sekken her ... å!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_5"		"En gyllen kule! Perfekt."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_6"		"Ikke ta hele settet på en gang. Her, bare ta det levende emnet ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_7"		"Sakte nå ... saktere ... Jeg gir det det leveeeeeeeeende eeeeeeemnet ... heeeeeeelt graaaaaatis ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_8"		"Å. Forbannelsen hevet. Inntil videre, i alle fall."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_9"		"Dette er de SISTE gjenstandssettene fra mausoleumkuppet forresten. Vi må sørge for at disse varer helt til vi kommer inn i Galdrons hvelv."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm01_Quartero_10"		"La oss finne de andre. Jeg håper Blake fant en vei inn i denne obelisken, ellers er beinmargen min i skikkelig trøbbel."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quartero_0"		"Blake, Kvintessa! Se hvem jeg fant!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Sextus_0"		"Hysj! Stille! Hva tok så lang tid?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quartero_1"		"Vel, vi stoppet litt så jeg kunne gi dem litt rustning."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quartero_2"		"Også, her, helten. Den sorgløse masken – oppdelte ryggskjoldplater, omsluttet under et lakkert kitinskjold!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quintessa_0"		"Vent. Bror, blir beinmargen din om til insekter ALLEREDE? Du sa jo at du nettopp gav helten en gjenstand da de kom hit."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quintessa_1"		"Går forbannelsen raskere?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quartero_3"		"Å, DET vil jeg ikke si."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Quartero_4"		"Intervallene mellom gangene hvor jeg trenger å gi helten gratis gjenstander for å få smerten til å stoppe ... KRYMPER, ja, men ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Sextus_1"		"Hold kjeft om den forbannelsen. Jeg fant en vei inn. "
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm02_Sextus_2"		"Gjem hestene. Vi tar resten av veien til fots."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_0"		"Her, helten. Forgylte tarser."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Sextus_0"		"Hei! Hold kjeft baki der."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_1"		"Skal klappe igjen baki her."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_2"		"Den er helt segmentert, omvendt hengslet svertet legering."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Sextus_1"		"Jeg sa hold kjeft baki der."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_3"		"Jeg var akkurat i ferd med det! Og nå gjør jeg det. Sånn."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_4"		"Jeg tror det er ekte måneherdet obsidian også."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Sextus_2"		"Skravlegeit. Hvis jeg må komme baki der og få deg til å holde kjeft, kommer du ikke til å like måten jeg gjør det på."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_5"		"Det vil jeg nok ikke."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Sextus_3"		"Nei. Du vil ikke det. For først tar jeg hornene dine, knekker dem av og sparker dem begge så langt opp ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_6"		"Du maler et UTROLIG levende ordbilde. Jeg lover. Ikke ... ett ... ord ... til."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm03_Quartero_7"		"Måneherdet obsidian. Du ser fantastisk ut."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_0"		"Kom hit, alle sammen. Jeg vil vise dere noe."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quartero_0"		"Kommer!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quartero_1"		"Fangekronen. Her, ta den."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quartero_2"		"Og før du rekker å be meg om å holde kjeft, Blake, så skal jeg holde kjeft."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_1"		"Bra."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_2"		"Velkommen til Grimvedgodset. Hjemmet til trollmannen Galdron."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quintessa_0"		"La oss ikke glemme at trollmannen Galdrons hvelv er fullt av skatter."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_3"		"La oss ikke forhaste oss. Ser dere det der oppe? Det er en skiltvakt."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quintessa_1"		"Åååå! Det er en liten koidam."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_4"		"Ikke se i den. Det er en felle."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quintessa_2"		"Det ser ikke ut som en felle. Det ser ut ... som en koidam."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_5"		"Du ser fortsatt på den. Slutt å se på den!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quartero_3"		"Jeg har sett på den hele tiden mens du har snakket, og ingenting har skjedd."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quintessa_3"		"Jeg ser fortsatt på den også. Jeg kan se fisk som svømmer rundt."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_6"		"Akk. Ikke se INN i den."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_7"		"De vare dammene er ØYNENE hans. Han kan sitte inne i obelisken og overvåke hele eiendommen derfra."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quartero_4"		"Det gir ikke mening. Ser han ikke bare rett opp mot himmelen?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_8"		"Dammen reflekteres på skrå."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quartero_5"		"Han kunne bare sett ut av vinduene. Hvis han hadde tatt seg bryet med å sette inn noen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Quintessa_4"		"Det er et forferdelig design, er det ikke. Han må da puste inn sin egen hud der oppe."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm04_Sextus_9"		"Du, ikke se i dammen. Du, hold kjeft om å puste inn hud."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quartero_0"		"Greit, helten, du hørte Blake. La oss gjøre det stille. Og IKKE foran en koidam ... tydeligvis."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quartero_1"		"Her. Harvepesten."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quartero_2"		"Motbydelige, er de ikke? Millioner av de fordømte tingene. Alle er dine."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quintessa_0"		"Å, de er nusselige. Se på de små, søte øyeeplene!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_0"		"Hold kjeft, alle sammen. Slutt å gi hverandre gjenstandssett i fem sekunder og kom nærmere."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_1"		"Denne obelisken ble bygget for ti tusen år av en sinnssyk underjordisk arkitekt ved navn Baltasar Svartspiret."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_2"		"Han installerte ikke bare et hvelv i en obelisk. Han bygde en hel obelisk RUNDT et hvelv."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_3"		"Det er derfor det ikke er noen dører eller vinduer. Hele bygningen er bare en stor lås."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quintessa_1"		"Det ... høres ikke lovende ut."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_4"		"Ikke for meg heller. Så jeg tok en tur til sekretærkontoret til Ultimyrs universitet. Fant en sekretær med utestående gjeld i Kvitspiret. "
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quintessa_2"		"Betalte du all gjelden hans?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_5"		"Nei. Jeg sa bare at jeg var der for å HENTE den. Og det kjøpte meg denne. "
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quintessa_3"		"En plantegning."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_6"		"Baltasar Svartspiret var kanskje gal. Men han var ikke dum. Han bygde en bakdør. Nesten umulig å finne."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_7"		"Jeg skal finne den. Dere tre banker på inngangsdøren. Lag en distraksjon."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Quintessa_4"		"Akkurat. Blake? Det ER ingen inngangsdør."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set01_itm05_Sextus_8"		"Bank på veggen der utelampen og dørmatten er."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quintessa_0"		"Bror, du skjelver. Du bør gi helten en gjenstand før du faller om."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quartero_0"		"Ja, sant. Her, ta denne, helten. Et usmidd sverd."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quartero_1"		"Jeg nærmer meg bunnen av den bunnløse sekken. Vi må komme oss til det hvelvet."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quintessa_1"		"Nesten der, bror. Kom igjen. Nu kjør vi."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quartero_2"		"Bank, bank!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01__popup_0"		"KNIRK!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Galdron_0"		"HVEM ER DET SOM BANKER PÅ MIN DØR!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Galdron_1"		"Nei da, jeg tuller. Jeg heter Griffin Galdron. Jeg er trollmannen i disse trakter. Er dere klepharere?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quartero_3"		"Vel, jeg og ... søsteren min ... er det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Galdron_2"		"Har du sett. Jeg har aldri sett dere her omkring. Vanligvis jager landsbyboerne dere ut av byen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm01_Quartero_4"		"Ahahah. De pleier å jage oss ut av byen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_0"		"Beklager at vi forstyrrer deg på denne tiden av døgnet, ehm ... Galdron, var det?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_0"		"Vær så snill. Sir Galdron var min fars navn. Han er gravlagt i mausoleet."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_1"		"Å, beklager så mye."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_1"		"Nei, ikke gjør det. Jeg drepte ham. Kall meg Griff. Stig på, det er kaldt ute."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_2"		"Er det bare dere tre, forresten? Kunne sverge på at jeg telte fire fra koidam sju."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_2"		"Å, nei, nei, nei! Nei. Det er bare oss tre."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_3"		"Og vi ... det er seint. Vi bør egentlig dra."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_3"		"Nei, gjerne bli. Bli for ALLTID. Jeg tuller. KANSKJE for alltid, da, jeg har ikke bestemt meg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_4"		"Jeg har ikke hatt besøk i obelisken på – ja, hvor lenge, fem? Seks år?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_4"		"Oi..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_5"		"Nei, jeg lyver. Hva snakker jeg om, byvakten var her for noen måneder siden."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_5"		"Oi, da."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_6"		"Det stemmer. Jeg måtte fylle ut en rapport om manglende artefakter."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quintessa_6"		"Å, sier du det. Så ... forferdelig."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_7"		"Å, det var snilt av deg å si. En klepharer og et menneske brøt seg inn i mausoleet. Stjal portrettvarden min, drepte vanngolemen, snoket i artefaktene til forfedrene mine ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quartero_0"		"Vel ... jeg håper de ... får fatt i dem."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Quartero_1"		"Her, helten. Ta disse. Vi kan snakke om hvor BRA de ser ut på deg senere. Dette er et dårlig tidspunkt."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm02_Galdron_8"		"Takk, det betyr mye. Dessuten, dette er morsomt, du kommer til å sette pris på dette ... men jeg la merke til at du nettopp gav en av mine stjålne artefakter til mennesket ditt der."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quartero_0"		"HVA? Ah ha ha ha. Tror du at JEG stjal gjenstandene dine og gir dem til helten her?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_0"		"Det stemmer. Jeg tror det. JEG tror det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quartero_1"		"Og du er sikker på at du ikke bare forveksler de UVURDERLIGE artefaktene dine med disse VERDILØSE, KJEDELIGE artefaktene jeg har eid i årevis som jeg overrekker til helten her?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quartero_2"		"Ikke hør på meg. De ER uvurderlige, og han har IKKE misforstått."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quartero_3"		"Her, ta dette halskjedet. Jeg stjal det fra et mausoleum."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_1"		"Vet du ... når du forklarer det på den måten ... nå er jeg faktisk MER overbevist om at du stjal dem fra meg."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quintessa_0"		"POKKERS forbannelse, bror, du kommer til å få oss alle drept."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quintessa_1"		"... du vet, Galdron ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_2"		"Vær så snill. Griff."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quintessa_2"		"Griff. Det er veldig mørkt i denne vindusløse obelisken ... Det kan faktisk være HVEM SOM HELST sitt halskjede."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_3"		"Greit nok. Det KAN det. Dog er jeg sikker på at det er mitt fordi jeg så ham stjele det gjennom koidammen."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quintessa_3"		"Jeg skjønner ikke hvordan."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quartero_4"		"Ja, vi snakket om dette tidligere. Ville du ikke bare kunne se rett opp mot himmelen?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_4"		"Den reflekteres på skrå. Hør, det er GREIT, dere er klepharere. Dere STJELER ting."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quintessa_4"		"Hehe. Det gjør vi."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Quartero_5"		"Der har du oss, vi elsker det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_5"		"Vet dere hva? Dere to er så nydelige ... at jeg KNAPT er rasende."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm03_Galdron_6"		"Og, ikke ta dette fornærmelig opp, men jeg kommer til å kaste en trylleformel som låser døren bak dere."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04__popup_0"		"SVISJ!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_0"		"Der. Nå skal ingen noe sted. Vil du gi mennesket ditt noe annet du STJAL fra meg?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Quartero_0"		"Ærlig talt, ja. Takk."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_1"		"Å. Nei, det går bra. Forbannelse, ikke sant?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Quartero_1"		"Det ER det! Hvordan VISSTE du det?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_2"		"Vel, du virker som en forferdelig person. Du ville aldri ha gitt bort noe om du ikke måtte."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Quartero_2"		"Søster, er han ikke skarp? Det er VELDIG imponerende, Griff!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_3"		"Vent litt ... Morkaal den søvnløse forbannet deg, ikke sant? Nederst i et fangehull? Tusen nebb og munner?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Quartero_3"		"Det er han, ja! KJENNER du ham?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_4"		"Om jeg kjenner ham – jeg LÆRTE ham den forbannelsen!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_QuarteroAndQuintessa_0"		"Ha ha ha ha ha ha! Åhhhh ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Quintessa_0"		"Et lite rike."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_5"		"Det er det virkelig. Å, det er en ravklo, forresten, helten. Min oldefars."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_6"		"Her, la meg vise deg. Det er en slags klohanske. Det er ekte gullharpiks på klodelen der."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_7"		"Uansett, la oss komme oss ut av denne gangen. Jeg vil GJERNE gi dere litt kakao før jeg dreper dere."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set02_itm04_Galdron_8"		"Og jeg vil gjerne drepe dere i et flislagt område med rennende vann og en rist – dere skjønner. La oss gå til kjøkkenet."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_0"		"Er det greit om jeg gir helten din en gjenstand?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Quartero_0"		"Jeg ... tror det."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_1"		"Å, takk. Jeg liker å spørre først. Fint dyr, forresten. Stolt bred stilling, muskuløst hofteparti ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Quartero_1"		"Helten er faktisk ikke ..."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_2"		"Hvem er en god jente? Hvem er en god jente? Her, lille venn! Jada!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_3"		"Det er forgylt, skjellete skulderbeskyttelse. Ja, det er det! JA, DET ER DET!"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Quartero_2"		"Helten er faktisk ikke KJÆLEDYRET mitt, Griff."
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_4"		"Virkelig? Den sier ikke noe og følger deg rundt, og du gir den godsaker, gjør du ikke?"
	"DOTA_VisualNovel_seasonal_summer_2026_Dialogue_q04_set03_itm01_Galdron_5"		"Hvem er en god jente?"
