"lang"
{ 
	"Language" "portuguese" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"de vida"					// $health
		"dota_ability_variable_mana"				"de mana"						// $mana
		"dota_ability_variable_armor"				"de armadura"						// $armor
		"dota_ability_variable_damage"				"de dano"					// $damage
		"dota_ability_variable_str"					"de Força"					// $str
		"dota_ability_variable_int"					"de Inteligência"				// $int
		"dota_ability_variable_agi"					"de Agilidade"					// $agi
		"dota_ability_variable_all"					"a todos os atributos"			// $all
		"dota_ability_variable_primary_attribute"	"ao atributo principal"			// $primary_attribute
		"dota_ability_variable_attack"				"de rapidez de ataque"				// $attack
		"dota_ability_variable_attack_pct"			"de rapidez de ataque base"	// $attack_pct
		"dota_ability_variable_hp_regen"			"de regeneração de vida"		// $hp_regen
		"dota_ability_variable_lifesteal"			"de roubo de vida"					// $lifesteal
		"dota_ability_variable_mana_regen"			"de regeneração de mana"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"de regeneração de mana (aura)"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"de dano de feitiços"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"à duração de debuffs"			// $debuff_amp
		"dota_ability_variable_move_speed"			"de rapidez de movimento"			// $move_speed
		"dota_ability_variable_evasion"				"de evasão"					// $evasion
		"dota_ability_variable_spell_resist"		"de resistência a magia"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"de roubo de vida por habilidades"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"de roubo de vida por habilidades (creeps)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"de roubo de vida por habilidades (heróis)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"ao atributo selecionado"		// $selected_attribute
		"dota_ability_variable_attack_range"		"de alcance de ataque <font color='#7d7d7d'>(Só à distância)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"de alcance de ataque <font color='#7d7d7d'>(Só corpo a corpo)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"de alcance de uso"				// $cast_range
		"dota_ability_variable_status_resist"		"de resistência a debuffs"			// $status_resist
		"dota_ability_variable_projectile_speed"	"à rapidez dos projéteis"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"de redução dos custos de mana"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"de redução de cooldowns"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"de mana máxima"			// $max_mana_percentage
		"dota_ability_variable_slow_resistance"		"de resist. a abrandamentos"			// $slow_resistance
		"dota_ability_variable_aoe_bonus"			"de área de efeito adicional"					// $aoe_bonus

		"DOTA_Tooltip_ability_queenofpain_shadow_strike_Note1"							"Unidades afetadas por Shadow Strike podem ser \"negadas\" pelos seus aliados quando a sua vida desce para menos de 25% da sua vida máxima."
		"DOTA_Tooltip_ability_queenofpain_shadow_strike_movement_slow"					"%ABRANDAMENTO (MOVIMENTO):"
		"DOTA_Tooltip_ability_queenofpain_shadow_strike_strike_damage"					"DANO INICIAL:"
		"DOTA_Tooltip_ability_queenofpain_shadow_strike_duration_damage"				"DANO PERIÓDICO:"
		//"DOTA_Tooltip_ability_queenofpain_shadow_strike_duration_heal"					"HEAL PER TICK:"
		"DOTA_Tooltip_ability_queenofpain_shadow_strike_duration"						"DURAÇÃO:"
		"DOTA_Tooltip_ability_queenofpain_blink"										"Blink"
		"DOTA_Tooltip_ability_queenofpain_blink_Description"							"Teletransporte a curta distância que permite que a Queen of Pain entre e saia do combate."
		"DOTA_Tooltip_ability_queenofpain_blink_shard_description"						"Lança uma explosão sónica quando a Queen of Pain usa Blink, tanto no local inicial como final. Causa %shard_damage% de dano numa área de %shard_aoe% e silencia o alvo durante %shard_duration% segundos."
		"DOTA_Tooltip_ability_queenofpain_blink_Lore"									"A Rainha Secreta faz jus ao seu título, tornando impossível escapar da sua dor."
		"DOTA_Tooltip_ability_queenofpain_blink_Note0"									"Podes usar Blink para te desviares de projéteis."
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain"								"Scream Of Pain"
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain_Description"					"A Queen of Pain solta um grito torturante à sua volta, causando dano a inimigos na sua proximidade."
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain_Lore"							"A voz sedutora de Akasha atrai e encanta os seus oponentes enquanto rouba as suas almas."
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain_Note0"							"Scream Of Pain também atinge unidades invisíveis."
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain_Note1"							"Não é possível evitar o dano de Scream Of Pain."
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain_area_of_effect"				"RAIO:"
		"DOTA_Tooltip_ability_queenofpain_scream_of_pain_damage"						"DANO:"
		"DOTA_Tooltip_ability_queenofpain_sonic_wave"									"Sonic Wave"
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_Description"						"Cria uma gigantesca onda de som à frente da Queen of Pain, causando uma grande quantidade de dano a todas as unidades inimigas no seu caminho e empurrando-as."
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_Lore"								"A mais requintada de todas as torturas, a onda sónica de Akasha acaba com o sofrimento das suas pobres vítimas."
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_Note0"								"Sonic Wave pode acertar em inimigos a até 1150 unidades de distância."
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_final_aoe"							"RAIO MÁXIMO:"
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_damage"							"DANO:"
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_knockback_distance"				"DISTÂNCIA DO EMPURRÃO:"
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_cooldown_scepter"					"COOLDOWN:"
		"DOTA_Tooltip_ability_queenofpain_sonic_wave_damage_scepter"					"DANO:"

		"DOTA_Tooltip_modifier_queenofpain_shadow_strike"			"Shadow Strike"					
		"DOTA_Tooltip_modifier_queenofpain_shadow_strike_Description"		"A sofrer dano periódico e a deslocar-se %fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% mais lentamente."
		
		"DOTA_Tooltip_modifier_queenofpain_scream_of_pain_fear"							"Aterrorizado"
		"DOTA_Tooltip_modifier_queenofpain_scream_of_pain_fear_description"							"Aterrorizado por Scream of Pain."

		"DOTA_Tooltip_modifier_queenofpain_sonic_wave_damage"							"Sonic Wave"
		"DOTA_Tooltip_modifier_queenofpain_sonic_wave_damage_Description"				"Atormentado por Sonic Wave."

		"DOTA_Tooltip_ability_queenofpain_masochist"								"Masochist"
		"DOTA_Tooltip_ability_queenofpain_masochist_Description"					"Queen of Pain tem amplificação de feitiços adicional, mas uma percentagem do dano dos seus feitiços é refletido para ela."
		"DOTA_Tooltip_ability_queenofpain_masochist_spell_amplification"			"%AMPLIFICAÇÃO DE FEITIÇOS:"
		"DOTA_Tooltip_ability_queenofpain_masochist_damage_reflected_to_self"					"%DANO DE FEITIÇOS LANÇADOS REFLETIDO:"
		"DOTA_Tooltip_ability_queenofpain_masochist_Description_Note0"				"O dano causado a ilusões não é refletido."
		"DOTA_Tooltip_ability_queenofpain_masochist_Description_Note1"				"O dano é refletido antes do cálculo da redução de dano."
		"DOTA_Tooltip_ability_queenofpain_masochist_Description_Note2"				"O dano refletido não é letal."
		"DOTA_Tooltip_ability_queenofpain_masochist_Description_Note3"				"Afeta o dano de habilidades de itens."
		"DOTA_Tooltip_ability_queenofpain_succubus"								"Succubus"
		"DOTA_Tooltip_ability_queenofpain_succubus_Description"					"Queen of Pain ganha um bónus de roubo de vida que aumenta quanto mais perto estiver dos seus inimigos."
		"DOTA_Tooltip_ability_queenofpain_succubus_Note0"						"O bónus mínimo é de %spell_lifesteal%%% a %max_radius% de alcance e aumenta para %spell_lifesteal_close%%% a %close_radius% de alcance."
		"DOTA_Tooltip_ability_queenofpain_bondage"							"Bondage"
		"DOTA_Tooltip_ability_queenofpain_bondage_Description"				"Sempre que um feitiço de um inimigo a menos de %radius% de alcance causar dano à Queen of Pain, ela retalia com %spell_reflect_pct%%% do dano causado."

		//LINA
		"DOTA_Tooltip_ability_lina_dragon_slave"										"Dragon Slave"
		"DOTA_Tooltip_ability_lina_dragon_slave_Description"							"Lina lança uma onda de fogo que queima todos os inimigos no seu caminho."
		"DOTA_Tooltip_ability_lina_dragon_slave_Lore"									"Na chamuscada terra árida de Misrule, Lina aprendeu a manipular o sopro ardente do dragão do deserto como uma forma de entretenimento."
		"DOTA_Tooltip_ability_lina_dragon_slave_Note0"									"Dragon Slave pode acertar em inimigos a até 1225 unidades de distância."
		"DOTA_Tooltip_ability_lina_dragon_slave_Note1"									"Não é afetado por efeitos que bloqueiam ou refletem habilidades."
		"DOTA_Tooltip_ability_lina_dragon_slave_dragon_slave_damage"					"DANO:"
		"DOTA_Tooltip_ability_lina_dragon_slave_dragon_slave_burn_damage_tooltip"		"DANO AO LONGO DO TEMPO:"
		"DOTA_Tooltip_ability_lina_dragon_slave_dragon_slave_burn_duration_tooltip"		"DURAÇÃO DO DANO AO LONGO DO TEMPO:"

		"DOTA_Tooltip_ability_lina_light_strike_array"									"Light Strike Array"
		"DOTA_Tooltip_ability_lina_light_strike_array_Description"						"Invoca uma coluna de chamas que causa dano e atordoamento (stun) a inimigos."
		"DOTA_Tooltip_ability_lina_light_strike_array_Lore"								"A essência de Lina permite-lhe focar as energias do sol, fazendo com que o ar entre em combustão sempre que ela o deseje."
		"DOTA_Tooltip_ability_lina_light_strike_array_Note0"							"Light Strike Array irá destruir árvores na sua área de efeito."
		"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_aoe"			"RAIO:"
		"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_stun_duration"	"DURAÇÃO DO STUN:"
		"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_delay_time"	"ATRASO DE USO:"
		"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_damage"		"DANO:"
		"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_burn_damage_tooltip"		"DANO AO LONGO DO TEMPO:"
		"DOTA_Tooltip_ability_lina_light_strike_array_light_strike_array_burn_duration_tooltip"		"DURAÇÃO DO DANO AO LONGO DO TEMPO:"
		"DOTA_Tooltip_ability_lina_fiery_soul"											"Fiery Soul"
		"DOTA_Tooltip_ability_lina_fiery_soul_Description"								"Concede um bónus de rapidez de ataque e movimento de cada vez que a Lina atingir um inimigo com um feitiço. Os efeitos desta habilidade podem acumular-se. Dura %fiery_soul_stack_duration% segundos."
		"DOTA_Tooltip_ability_lina_fiery_soul_shard_description"						"As habilidades da Lina causam mais %shard_bonus_spell_damage% de dano por cada carga de Fiery Soul."
		"DOTA_Tooltip_ability_lina_fiery_soul_Lore"										"Chamas dançantes incorporam a natureza brincalhona de Lina, trazendo à superfície a sua verdadeira personalidade flamejante."
		"DOTA_Tooltip_ability_lina_fiery_soul_Note0"									"A duração reinicia sempre que um adversário for atingido por um feitiço."
		"DOTA_Tooltip_ability_lina_fiery_soul_Note1"									"O uso de itens não afeta Fiery Soul."
		"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_attack_speed_bonus"			"BÓNUS DE RAPIDEZ DE ATAQUE:"
		"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_move_speed_bonus"				"%BÓNUS DE RAPIDEZ DE MOVIMENTO:"
		"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_max_stacks"					"MÁX. DE ACUMULAÇÕES:"
		"DOTA_Tooltip_ability_lina_fiery_soul_fiery_soul_stack_duration"				"DURAÇÃO:"
		"DOTA_Tooltip_ability_lina_laguna_blade"										"Laguna Blade"
		"DOTA_Tooltip_ability_lina_laguna_blade_Description"							"Dispara um raio fulminante na direção de uma única unidade inimiga, causando-lhe imenso dano."
		"DOTA_Tooltip_ability_lina_laguna_blade_Facet_lina_supercharge"					"Usar Laguna Blade sobrecarrega Lina temporariamente, concedendo-lhe acumulações de Fiery Soul."
		"DOTA_Tooltip_ability_lina_laguna_blade_Lore"									"O ar à volta de Lina torna-se tão intensamente tórrido que queima qualquer inimigo que se aproxime demasiado com um relâmpago extremamente quente."
		"DOTA_Tooltip_ability_lina_laguna_blade_Note0"									"Laguna Blade tem um atraso de %damage_delay% segundos antes de causar dano, permitindo que o dano seja evitado com o uso de certas habilidades."
		"DOTA_Tooltip_ability_lina_laguna_blade_damage"									"DANO:"
		"DOTA_Tooltip_ability_lina_laguna_blade_supercharge_stacks"						"ACUMULAÇÕES DURANTE SOBRECARGA:"
		"DOTA_Tooltip_ability_lina_laguna_blade_supercharge_duration"					"DURAÇÃO DA SOBRECARGA:"
		"DOTA_Tooltip_ability_lina_laguna_blade_burn_damage_tooltip"					"DANO AO LONGO DO TEMPO:"
		"DOTA_Tooltip_ability_lina_laguna_blade_burn_duration_tooltip"					"DURAÇÃO DO DANO AO LONGO DO TEMPO:"
		
		"DOTA_Tooltip_ability_lina_flame_cloak"											"Flame Cloak"
		"DOTA_Tooltip_ability_lina_flame_cloak_Lore"									"Uma defesa natural que é igualmente adequada para afastar qualquer coisa, desde irmãs indesejadas até criaturas infernais."
		"DOTA_Tooltip_ability_lina_flame_cloak_Description"								"Concede movimento desobstruído à Lina, para além de lhe conceder um bónus de dano de habilidades e resistência a magia. Ao ativar, concede o máximo de acumulações de Fiery Soul."
		"DOTA_Tooltip_ability_lina_flame_cloak_flame_cloak_duration"					"DURAÇÃO:" 
		"DOTA_Tooltip_ability_lina_flame_cloak_spell_amp"								"%AMP. DE FEITIÇOS:"
		"DOTA_Tooltip_ability_lina_flame_cloak_magic_resistance"						"%RESISTÊNCIA A MAGIA:"
		"DOTA_Tooltip_modifier_lina_flame_cloak"										"Flame Cloak"
		"DOTA_Tooltip_modifier_lina_flame_cloak_Description"							"Com movimento desobstruído. Resistência a magia aumentada em %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%. Dano de feitiços aumentado em %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%."


		"DOTA_Tooltip_ability_lina_combustion"											"Combustion"
		"DOTA_Tooltip_ability_lina_combustion_Description"								"Cada %damage_threshold% de dano causado pela Lina a um herói inimigo causa sobreaquecimento, fazendo com que essa unidade cause dano a aliados por perto. Este efeito pode ocorrer várias vezes com uma única instância de dano. Ilusões sobreaquecidas causam menos dano."
		"DOTA_Tooltip_ability_lina_combustion_damage"									"DANO DO SOBREAQUECIMENTO:"
		"DOTA_Tooltip_ability_lina_combustion_damage_aoe"								"RAIO DO SOBREAQUECIMENTO:"
		"DOTA_Tooltip_ability_lina_combustion_damage_illusions"						"DANO DO SOBREAQUECIMENTO (ILUSÃO):"

		"DOTA_Tooltip_modifier_lina_overheat"											"Combustion"
		"DOTA_Tooltip_modifier_lina_overheat_Description"								"A causar dano a aliados por perto."


		"DOTA_Tooltip_ability_lina_slow_burn"											"Slow Burn"
		"DOTA_Tooltip_ability_lina_slow_burn_Description"									"Os feitiços de Lina causam %total_damage_tooltip%%% do dano total. %damage_penalty_tooltip%%% são causados no impacto e %burn_percent_tooltip_damage%%% são causados como dano periódico ao longo de %burn_duration%s."
		"DOTA_Tooltip_modifier_lina_slow_burn"										"A arder"
		"DOTA_Tooltip_modifier_lina_slow_burn_Description"							"A sofrer dano ao longo do tempo."

		"DOTA_Tooltip_Facet_lina_dot"											"Slow Burn"		
		"DOTA_Tooltip_Facet_lina_dot_Description"								"Os feitiços da Lina causam dano adicional ao longo do tempo."

		"DOTA_Tooltip_Facet_lina_supercharge"											"Thermal Runaway"		
		"DOTA_Tooltip_Facet_lina_supercharge_Description"			"Usar Laguna Blade sobrecarrega Lina temporariamente, concedendo-lhe acumulações de Fiery Soul."



		"DOTA_Tooltip_modifier_lina_dragon_slave_burn"				"Dragon Slave"
		"DOTA_Tooltip_modifier_lina_dragon_slave_burn_Description"	"A sofrer dano ao longo do tempo."

		"DOTA_Tooltip_modifier_lina_crit_debuff"					"Marcado para dano crítico"
		"DOTA_Tooltip_modifier_lina_crit_debuff_Description"		"Os ataques da Lina irão causar dano crítico a esta unidade."

		"DOTA_Tooltip_modifier_lina_fiery_soul"						"Fiery Soul"
		"DOTA_Tooltip_modifier_lina_fiery_soul_Description"			"Rapidez de Ataque aumentada em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% e Rapidez de Movimento em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
		"DOTA_Tooltip_modifier_lina_laguna_blade"						"Laguna Blade"
		"DOTA_Tooltip_modifier_lina_laguna_blade_Description"			"Prestes a ser atingido por energia elementar."
		"DOTA_Tooltip_modifier_lina_laguna_blade_barrier"				"Laguna Blade"
		"DOTA_Tooltip_modifier_lina_laguna_blade_barrier_Description"	"A absorver %dMODIFIER_PROPERTY_INCOMING_DAMAGE_CONSTANT% de dano sofrido."
		"DOTA_Tooltip_modifier_lina_super_charged"						"Sobrecarga"
		"DOTA_Tooltip_modifier_lina_super_charged_Description"			"Esta unidade está sobrecarregada com acumulações de Fiery Soul."




		//MIRANA
		"DOTA_Tooltip_ability_mirana_arrow"												"Sacred Arrow"
		"DOTA_Tooltip_ability_mirana_arrow_Description"									"Dispara uma flecha com precisão mortífera, que causa dano e atordoamento (stun) ao primeiro inimigo que acertar. A duração do stun vai de %arrow_min_stun% a %arrow_max_stun% segundos, com um bónus de dano de até %arrow_bonus_damage%, com base na distância que a flecha percorreu até ao alvo. Mata instantaneamente o primeiro creep que acertar (não afeta creeps ancestrais)."
		"DOTA_Tooltip_ability_mirana_arrow_scepter_description"							"Faz com que Sacred Arrow lance uma rajada de meteoritos como os de Starstorm em inimigos ao longo da trajetória da flecha principal, lançando uma segunda rajada que causa menos dano à vítima do impacto."
		"DOTA_Tooltip_ability_mirana_arrow_scepter_radius"								"RAIO DE PROCURA:"
		"DOTA_Tooltip_ability_mirana_arrow_scepter_starstorm_target_pct"				"%DANO DE STARSTORM PRINCIPAL:"
		"DOTA_Tooltip_ability_mirana_arrow_Lore"										"Energias lunares fazem com que as flechas de Mirana sejam mais mortíferas do que a maioria."
		"DOTA_Tooltip_ability_mirana_arrow_Note0"										"A cada 150 unidades de distância que a flecha viajar, a duração do atordoamento ao acertar aumenta em 0,5 segundos e o dano adicional aumenta em 14."
		"DOTA_Tooltip_ability_mirana_arrow_Note1"										"Sacred Arrow pode atingir unidades invisíveis."
		"DOTA_Tooltip_ability_mirana_arrow_arrow_range"									"ALCANCE:"
		"DOTA_Tooltip_ability_mirana_arrow_arrow_min_stun"								"STUN MÍNIMO:"
		"DOTA_Tooltip_ability_mirana_arrow_arrow_max_stun"								"STUN MÁXIMO:"
		"DOTA_Tooltip_ability_mirana_arrow_arrow_bonus_damage"							"BÓNUS DE DANO MÁXIMO:"
		"DOTA_Tooltip_ability_mirana_invis"												"Moonlight Shadow"
		"DOTA_Tooltip_ability_mirana_invis_Description"									"Torna Mirana e todos os heróis aliados invisíveis e concede-lhes um bónus de rapidez de movimento. Se um herói for revelado, a invisibilidade será restaurada após breves momentos desde que Moonlight Shadow ainda esteja em efeito."
		"DOTA_Tooltip_ability_mirana_invis_Lore"										"O seu pacto com Selemene permite à Mirana eclipsar o chão, envolvendo os seus aliados num manto de sombras."
		"DOTA_Tooltip_ability_mirana_invis_Note0"										"Unidade afetadas não irão atacar automaticamente os inimigos."
		"DOTA_Tooltip_ability_mirana_invis_fade_delay"									"TEMPO DE DESVANECIMENTO:"
		"DOTA_Tooltip_ability_mirana_invis_duration"									"DURAÇÃO:"
		"DOTA_Tooltip_ability_mirana_invis_bonus_movement_speed"						"%BÓNUS DE RAPIDEZ DE MOVIMENTO:"
		"DOTA_Tooltip_ability_mirana_leap"												"Leap"
		"DOTA_Tooltip_ability_mirana_leap_Description"									"Mirana salta em direção à batalha, fortalecendo-se com um rugido feroz que proporciona um bónus de rapidez de ataque e de movimento. O bónus de rapidez dura %leap_bonus_duration% segundos."
		"DOTA_Tooltip_ability_mirana_leap_shard_description"							"Ao aterrar, lança um projétil ao longo da trajetória do salto, causando dano, abrandando as unidades afetadas e garantindo que sejam atingidas por um Starstorm secundário se essa habilidade for usada. Leap não interrompe a invisibilidade de Moonlight Shadow.<br><br>É possível ativar a opção de uso alternativo nesta habilidade para selecionar a distância e a direção do salto.<br><br>Concede +%shard_bonus_charges% carga(s)."
		"DOTA_Tooltip_ability_mirana_leap_shard_radius"									"RAIO INICIAL:"
		"DOTA_Tooltip_ability_mirana_leap_shard_radius_end"									"RAIO FINAL:"
		"DOTA_Tooltip_ability_mirana_leap_shard_damage"									"DANO:"
		"DOTA_Tooltip_ability_mirana_leap_shard_slow_pct"								"%ABRANDAMENTO (MOVIMENTO):"
		"DOTA_Tooltip_ability_mirana_leap_shard_slow_duration"							"DURAÇÃO DO ABRANDAMENTO:"
		"DOTA_Tooltip_ability_mirana_leap_Lore"											"Todos reconhecem a icónica fera branca da Mirana no calor da batalha."
		"DOTA_Tooltip_ability_mirana_leap_leap_distance"								"DISTÂNCIA:"
		"DOTA_Tooltip_ability_mirana_leap_leap_speedbonus"								"%BÓNUS DE RAPIDEZ DE MOVIMENTO:"
		"DOTA_Tooltip_ability_mirana_leap_leap_speedbonus_as"							"BÓNUS DE RAPIDEZ DE ATAQUE:"
		"DOTA_Tooltip_ability_mirana_starfall"											"Starstorm"
		"DOTA_Tooltip_ability_mirana_starfall_Description"								"Invoca uma rajada de meteoritos, que causam dano a unidades inimigas por perto. A unidade inimiga mais próxima da Mirana num raio de %starfall_secondary_radius% será atingida uma segunda vez, sofrendo %secondary_starfall_damage_percent%%% do dano."
		"DOTA_Tooltip_ability_mirana_starfall_Lore"										"A deusa rompe a estratosfera para ajudar a sua princesa nos momentos mais difíceis."
		"DOTA_Tooltip_ability_mirana_starfall_Note0"									"Starstorm não é bloqueado pelo item Linken's Sphere."
		"DOTA_Tooltip_ability_mirana_starfall_Note1"									"Starstorm não pode atingir unidades invisíveis."
		"DOTA_Tooltip_ability_mirana_starfall_Note2"									"Starstorm irá escolher um alvo novo para o segundo meteoro se a primeira vítima morreu antes do impacto."
		"DOTA_Tooltip_ability_mirana_starfall_starfall_radius"							"RAIO:"
		"DOTA_Tooltip_ability_mirana_starfall_damage"									"DANO:"

		"DOTA_Tooltip_ability_mirana_selemenes_faithful"									"Selemene's Faithful"
		"DOTA_Tooltip_ability_mirana_selemenes_faithful_Description"						"A cura de Healing Lotuses na Mirana e nos seus aliados é %bonus_lotus%%% mais eficaz."

		"DOTA_Tooltip_Facet_mirana_moonlight"											"Moonlight Shadow"
		"DOTA_Tooltip_Facet_mirana_moonlight_Description"								"A habilidade Ultimate da Mirana concede invisibilidade e rapidez de movimento a aliados."
		"DOTA_Tooltip_Facet_mirana_sunlight"											"Solar Flare"
		"DOTA_Tooltip_Facet_mirana_sunlight_Description"								"A habilidade Ultimate da Mirana concede um bónus de rapidez de ataque e dano ao longo do tempo a aliados."

		"DOTA_Tooltip_modifier_mirana_leap_charge_counter"								"Cargas - Leap"
		"DOTA_Tooltip_modifier_mirana_leap_charge_counter_Description"					"O número de cargas restantes de Leap."
		"DOTA_Tooltip_modifier_mirana_leap_buff"					"Leap"
		"DOTA_Tooltip_modifier_mirana_leap_buff_Description"		"Rapidez de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, rapidez de ataque aumentada em %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_modifier_mirana_starfall_scepter_thinker"				"Carga de Starstorm"
		"DOTA_Tooltip_modifier_mirana_starfall_scepter_thinker_Description"	"Starstorm pode ativar-se automaticamente quando carregado."
		"DOTA_Tooltip_modifier_mirana_moonlight_shadow"				"Moonlight Shadow"
		"DOTA_Tooltip_modifier_mirana_moonlight_shadow_Description"	"Invisível. Atacar remove temporariamente a invisibilidade."
		"DOTA_Tooltip_modifier_mirana_leap_slow"				"Leap"
		"DOTA_Tooltip_modifier_mirana_leap_slow_Description"	"Rapidez de movimento reduzida em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."


		"DOTA_Tooltip_ability_mirana_solar_flare"							"Solar Flare"
		"DOTA_Tooltip_ability_mirana_solar_flare_Description"				"Aumenta gradualmente o alcance de visão durante o dia, a rapidez de ataque e o dano de Mirana e de todos os heróis aliados, alcançando o valor máximo após %max_damage_time%s. O bónus de visão durante o dia aumenta %day_vision_multiplier%x mais rápido do que o bónus de rapidez de ataque e dano.<br><br>Os aliados recebem %ally_pct%%% do bónus."
		"DOTA_Tooltip_ability_mirana_solar_flare_increase_rate"				"TAXA DE AUMENTO DE DANO E RAPIDEZ DE ATAQUE:"
		"DOTA_Tooltip_ability_mirana_solar_flare_duration"					"DURAÇÃO TOTAL:"
		"DOTA_Tooltip_ability_mirana_solar_flare_ally_pct"					"%BÓNUS (ALIADOS):"
